endpoint_family,trial_grounding,clinical_intent,endpoint_name,target_key,metric_field,unit,model_id,empirical_value
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_c1_panorama_hybrid_1110000_s42_l0,0.9642961818269259
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_d1_panorama_relative_1110000_s42_l0,0.9616154439776728
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_e1_panorama_film_1010010_s42_l0,0.9623909962614857
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_pa1_panorama_author_1010010_s42_l0,0.9572576584070612
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_t000_exact_theta_1010010_s42_l0,0.960343667054515
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_a0_1010010_s42_l0,0.9560879859517626
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_cm1_capacity_matched_1010010_s42_l0,0.9574512024056521
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_d1_panorama_relative_1010010_s42_l0,0.9606673966919749
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_b1_panorama_1010010_s42_l0,0.9588268188561027
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_pg1_permuted_geometry_1010010_s42_l0,0.9632103387065555
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_c1_panorama_hybrid_1010010_s42_l0,0.9588891446986838
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_t111_exact_theta_1010010_s42_l0,0.9611811855867719
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_t111_exact_theta_1110000_s42_l0,0.9559032300964176
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_e1_panorama_film_1000000_s42_l0,0.9609519154223793
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_d1_panorama_relative_1000000_s42_l0,0.9640023185941864
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_pg1_permuted_geometry_1000000_s42_l0,0.9552342425749667
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_cm1_capacity_matched_1000000_s42_l0,0.965350571215643
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_pa1_panorama_author_1000000_s42_l0,0.9679661483384371
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_c1_panorama_hybrid_1000000_s42_l0,0.9620231851345072
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_b1_panorama_1000000_s42_l0,0.9690464877657066
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_t111_exact_theta_1000000_s42_l0,0.955091885811561
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,Arrhythmia Discrimination (AF/AFL/VT/SVT),ECGFounder_Category_Arrhythmia,auroc,AUROC,spatial_1lead_t000_exact_theta_1000000_s42_l0,0.9643643653525845
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,conv15e_A0_wave_noSSL_gated_add_s42_l0,0.5209696106410872
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,conv15e_A0_zscore_s42_l0,0.5066967952987598
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,conv15e_C1_E1_morlet_mag_morlet_phase_s42_l0,0.3638707511873065
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,conv15e_R5_morlet_mag_ueg_phase_wyatt_s42_l0,0.5119899042133246
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,conv15e_R7_morlet_mag_ueg_real_s42_l0,0.5164613119534669
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,conv15e_del_wave_ce_s42_l0,0.5124240070348747
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,conv15e_ssl_log_magnitude_phase_sin_local_gated_add_s42_l0,0.5179086550484142
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,conv15e_ssl_log_magnitude_real_both_gated_add_s42_l0,0.5184532038345329
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,D1_theta_mul_currentloss_s42_l0,0.35281163378129665
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,D2_current_id_l1_s42_l0,0.4249472677729046
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,D3_theta_mul_l1_s42_l0,0.4088396222942249
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,D4_learned12_mul_l1_s42_l0,0.4403587913067797
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,D5_permuted_theta_mul_l1_s42_l0,0.4354208121623079
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,D6_theta_add_l1_s42_l0,0.4512696578854626
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,D7_learned12_add_l1_s42_l0,0.4461632978691762
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,D8_random12_mul_l1_s42_l0,0.4198969930266461
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,factorial_ecg_aim_1100013_s42,0.39684973265297324
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,factorial_ecg_aim_1100110_s42,0.3479576408124905
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,factorial_ecg_aim_1100111_s42,0.3981649572006788
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,factorial_ecg_aim_1101113_s42,0.06274982264742084
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,spatial_1lead_a0_1110000_s42_l0,0.4068396969414061
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,spatial_1lead_e1_panorama_film_1110000_s42_l0,0.4235576789338273
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,spatial_1lead_pa1_panorama_author_1110000_s42_l0,0.40260225911416286
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,spatial_1lead_b1_panorama_1110000_s42_l0,0.39855585822416284
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,spatial_1lead_cm1_capacity_matched_1110000_s42_l0,0.4064203538549994
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,spatial_1lead_pg1_permuted_geometry_1110000_s42_l0,0.38645234449980576
1. Rhythm Surveillance & Atrial Arrhythmia Recurrence,"DECAF (JAMA 2025), SHORT-AF (JACC EP 2023)",Detection of AF/AFL/AT recurrence (>=30s) & atrial electrical remodeling,P-Wave Morphological Delineation (Atrial Substrate),Delineation_P_IoU_SemiSeg,r2,IoU,spatial_1lead_t000_exact_theta_1110000_s42_l0,0.40505564852809006
