statement,occurences,proposed label
 sinusrhythmus schwierig bestimmbare qrs - achse ,4,
 sinusrhythmus linkstyp qrs ( t ) abnormal inferiorer myokardschaden nicht auszuschliessen qt - verlängerung cordichin xxxx jetzt konstant sinusrhythmus g novodigal xxxx 1x1 tensobon xxxx mg ( chnidinspiegel xxxx ( xxxx ) digoxinspiegel xxxx ( xxxx ) 2x unter ,1,
 sinusrhythmus ueberdrehter linkstyp linksanteriorer fascicular block ,15,
 sinusrhythmus unvollständiger rechtsschenkelblock sonst normales ecg ,16,
 sinusrhythmus unspezifisches abnormales t ,33,
 sinusrhythmus rechtstyp unspezifische intraventrikuläre leitungsstörung ,1,
 sinusrhythmus p - verbreiterung linkstyp t abnormal wahrscheinlich inferiorer myokardschaden ,1,
 sinusrhythmus unvollständiger rechtsschenkelblock mässige amplitudenkriterien f#r linkshypertrophie ,1,
 sinusrhythmus qrs ( t ) abnormal anterolateraler infarkt möglich ,1,
 sinusrhythmus qrs ( t ) abnormal anteroseptaler myokardschaden nicht auszuschliessen ,2,
 sinusrhythmus r - s #bergang in v ableitungen nach rechts verschoben unvollständiger rechtsschenkelblock sonst normales ecg ,2,
 sinusbradykardie unspezifisches abnormales t ,1,
 sinusrhythmus normales ecg ergo xxxx watt ob insbes kein neg t über der brustwand ,1,
 sinusrhythmus rechtstyp qrs ( t ) abnormal septaler infarkt nicht auszuschliessen ,2,
 sinusrhythmus ueberdrehter linkstyp qrs ( t ) abnormal anterolateraler infarkt möglich ,1,
 sinus arrhythmie linkstyp sonst normales ecg ,10,
 sinusrhythmus unvollständiger rechtsschenkelblock ,1,
 sinusrhythmus unvollständiger rechtsschenkelblock t abnormal wahrscheinlich inferiorer myokardschaden edit injin irbbb ( m xxxx ) ( irbbb ndt ) ,1,
 sinusrhythmus unspezifische intraventrikuläre leitungsstörung linkshypertrophie ,2,
 sinus arrhythmie verdacht auf p - sinistrocardiale ,1,
 sinusrytm normalt ecg ,77,
 sinusrytm av block i st and t sänkning såsom vid anterolateral ischemi eller vänster belastning ,1,
 sinustachykardie ueberdrehter linkstyp periphere niederspannung qrs ( t ) abnormal inferiorer infarkt wahrscheinlich alt ,2,
 sinusrhythmus qrs ( t ) abnormal ,2,
 sinusrhythmus mässige amplitudenkriterien f#r linkshypertrophie qrs ( t ) abnormal anterolateraler infarkt möglich ,1,
 sinustachykardie sonst normales ecg ,5,
 supraventrikuläre extrasystole ( n ) sinusrhythmus sonst normales ecg ,11,
 ventrikuläre extrasystole ( n ) interponierte ventrikuläre extrasystole ( n ) sinus arrhythmie unspezifisches abnormales t ,1,
 sinusrhythmus qrs ( t ) abnormal septaler infarkt nicht auszuschliessen ,6,
 sinusrytm vänster el - axel inget säkert patologikst ,1,
 sinustachykardi t - förändring såsom vid anterolateral myokardaffektion ischemiförändringar som inte fanns på ecg xxxx ,1,
 sinusrytm vänster kammarhypertrofi ,4,
 pacemaker ecg ,20,['other_rhythm: pacemaker_rhythm']
 sinusrytm ospecifikt skänkelblock avvikande qrs ( t ) förlopp inferior infarkt ålder ej bestämmbar ,1,
 sinusrytm svårbestämmbar el - axel ,1,
 sinusrytm vänster el - axel inget säkert patologiskt ,3,
 sinus arytmi avvikande qrs ( t ) förlopp hög lateral myokardskada bör övervägas ,1,
 förmaksflimmer - fladder höger el - axel låga qrs amplituder i extremitetsavledningarna måttliga amplitudkrit för vänster kammarkhypertrofi avvikande qrs ( t ) förlopp hög lateral infarkt bör övervägas t - förändring såsom vid inferior myokardaffektion ,1,
 sinusrhythmus qrs ( t ) abnormal inferiorer myokardschaden möglich ,10,
 sinusrhythmus linkstyp qrs ( t ) abnormal inferiorer infarkt möglich ,10,
 sinusrytm avvikande qrs ( t ) förlopp inferior myokardskada bör övervägas ,4,
 sinusrytm extrem vänster el - axel såsom vid vänster främre fascicular block oförändrat jmf med ecg xxxx ,1,
 sinusrytm vänster el - axel normalt ecg ,8,
 sinusrytm vänster el - axel t - förändring såsom vid hög lateral myokardaffektion ,3,
 sinusrytm vänster el - axel låga qrs amplituder i extremitetsavledningarna avvikande qrs ( t ) förlopp inferior infarkt bör övervägas ,1,
 sinusrytm extrem vänster el - axel ospecifikt skänkelblock ,3,
 sinustachykardi st and t förändring anterolateralt och inferolateralt såsom vid ischemi eller vänster kammarbelastning edit lvh xxxx isc ( f xxxx ) sokolow xxxx ( iscal ) ,1,['hypertrophy: left_ventricular_hypertrophy']
 sinusrytm vänster el - axel eljest normalt ecg ,17,
 sinusrytm t - förändring såsom vid hög lateral myokardaffektion ,5,
 sinusrytm vänster el - axel st and t sänkning såsom vid anterolateral ischemi eller vänster belastning ,1,
 sinusrytm vänster el - axel inkomplett högersidigt skänkelblock ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus linkstyp st and t abnormal wahrscheinlich anteriore ischämie oder linksbelastung inferiore ischämie oder linksbelastung ,1,
 sinusrytm st and t sänkning såsom vid lateral ischemi eller vänster belastning edit iscil sokolow xxxx ( iscil xxxx ) ,1,
 sinusrytm svårbestämmbar el - axel låga qrs amplituder i extremitetsavledningarna högersidigt skänkelblock ,1,
 sinusrytm p förlängd vänster el - axel vänster kammarhypertrofi ,1,
 sinusrhythmus qrs ( t ) abnormal inferiorer infarkt wahrscheinlich alt ,4,
 sinusrytm supraventrikulära extraslag eljest normalt ecg ,1,
 sinusrytm extrem vänster el - axel avvikande qrs ( t ) förlopp anteroseptal infarkt möjligen färsk t - förändring såsom vid anterior myokardaffektion ,1,
 sinusrytm vänster el - axel vänstersidigt skänkelblock ,1,
 ventrikulär ( a ) extrasystoli ( er ) förmaksflimmer med hög kammarfrekvens extrem vänster el - axel avvikande qrs ( t ) förlopp anterior infarkt möjligen färsk inferior infarkt sannolikt äldre st and t sänkning såsom vid hög lateral ischemi eller väns ,1,
 sinusrytm extrem vänster el - axel ospecifikt skänkelblock överväg wpw syndrom typ b avvikande qrs ( t ) förlopp anteroseptal myokardskada bör övervägas ,1,['atrial_arrhythmia: wolff_parkinson_white']
 sinusrytm extrem vänster el - axel avvikande qrs ( t ) förlopp anterior infarkt sannolikt äldre inferior infarkt sannolikt äldre ! ,1,
 sinusbradykardi låga qrs amplituder i extremitetsavledningarna t - förändring såsom vid anterior myokardaffektion ,1,
 sinusrytm p förlängd extrem vänster el - axel högersidigt skänkelblock ,1,
 slag med avvikande impulsutbredning supraventrikulär ( a ) extrasystoli ( er ) sinusrytm extrem vänster el - axel avvikande qrs ( t ) förlopp anterior myokardskada inferior myokardskada ,1,
 sinusbradykardi amplitudkriterier för vänster kammarhypertrofi avvikande qrs ( t ) förlopp lateral myokardskada kan ej uteslutas ,2,
 sinusrytm högersidigt skänkelblock ,2,
 sinusbrsadykardie indiff typ t - veraenderungen negativ in iii flach v4 - v6 normales ecg ,1,
 sinusrhythmus ueberdrehter linkstyp rechtsschenkelblock ,3,
 sinusrhythmus qrs ( t ) abnormal anteroseptaler myokardschaden ,1,
 sinusrhythmus amplitudenkriterien f#r linkshypertrophie ,5,
 sinusrhythmus av block i intraventr leistungsstörung in v1 steillage t - veränderung neg in v4 v5 path ecg ,1,
 sinusrhythmus ueberdrehter linkstyp ,22,
 sinusrhythmus lagetyp normal st and t abnormal wahrscheinlich infarkt posterior chronisch moeglich kammerhypertrophie lvh wahrscheinlich pathologisch ,1,['hypertrophy: left_ventricular_hypertrophy']
 ventrikuläre extrasystole ( n ) sinus arrhythmie ,3,
 sinusrhythmus lagetyp normal normales ecg ,1264,
 sinusrhythmus lagetyp normal normal ,2,
 sinusrhythmus lagetyp normal vorhofsueberlastung wahrscheinlich unspez myokardschaedigung m rep stoerungen grenzbefund ,1,
 sinusrhythmus lagetyp normal av - block xxxx grades pathologisch ,2,
 ventrikuläre extrasystole ( n ) sinusrhythmus linkstyp vorhofsueberlastung links ,1,
 sinusrhythmus ueberdrehter linkstyp linksanteriorer fascicular block qrs ( t ) abnormal normal ,1,
 sinusrhythmus ueberdrehter rechtstyp vorhofsueberlastung rechts qrs ( t ) abnormal edit rao zusätzlich irbbb rvh ( rvh xxxx rao irbbb ) ,1,['hypertrophy: right_ventricular_hypertrophy']
 sinusrhythmus indiff typ linkshypertrophie subakuter oder chron anteriorer infarkt möglich dd vorderwandaneurysma st - senkung in v4 - xxxx fehlende r - progression v2 - xxxx ,1,
 sinusbradykardie lagetyp normal schlechte r - progression v1 - xxxx st - hebung in v3 t neg in v2 ,1,
 sinusrhythmus ueberdrehter linkstyp linksanteriorer fascicular block ecg normal ,1,
 sinusrhythmus lagetyp normal ecg normal ,9,['general: normal_ecg']
 sinusrhythmus av block i steillage anteriorer infarkt mit vorderwandaneurysma inferiorer infarkt pathologische repolarisation ,1,
 sinusbradykardie ueberdrehter linkstyp r - s #bergang in v ableitungen nach rechts verschoben lahb hohe spitze t in v2 - xxxx ,1,
 sinusbradykardie lagetyp normal qrs ( t ) abnormal inferiorer infarkt wahrscheinlich alt ,1,
 sinusrhythmus lagetyp normal unspezifisches abnormales t ,88,
 sinus rhythm normal ecg ,1818,"['general: normal_ecg', 'sinus_rhythm: normal_sinus_rhythm']"
 premature ventricular contraction ( s ) sinus rhythm incomplete right bundle branch block no definite pathology ,1,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: incomplete_right_bundle_branch_block']"
 premature ventricular contraction ( s ) bigeminy sinus rhythm left bundle branch block this is most commonly due to ischaemic heart disease ,1,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: left_bundle_branch_block']"
 premature atrial contraction ( s ) sinus rhythm left atrial enlargement qs complex in v2 st segments are slightly elevated in v2 xxxx st segments are depressed in i avl t wave are low or flat in i v5 xxxx and inverted in avl consistent with ischaemic h ,1,"['hypertrophy: left_atrial_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm']"
 trace only requested ,343,
 sinus rhythm st segment depression in inferolateral leads suggests ischaemia or left ventricular strain ,1,['sinus_rhythm: normal_sinus_rhythm']
 sinus rhythm abnormal left axis deviation prolonged qt ,1,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: long_qt', 'axis_deviation: left_axis_deviation']"
 sinus rhythm non - specific t wave flattening in v3 xxxx prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: long_qt', 'repolarization_abnormality: t_flattening']"
 sinus tachycardia left atrial enlargement non - specific st and t wave change in inferolateral leads findings are likely to be due to ischaemic heart disease ,1,"['hypertrophy: left_atrial_hypertrophy', 'sinus_rhythm: sinus_tachycardia', 'repolarization_abnormality: st_abnormality, t_abnormality']"
 sinus rhythm non - specific t wave flattening or slight inversion in v2 xxxx ,1,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_flattening']"
 sinus rhythm left axis deviation left anterior fascicular block q wave in v2 - xxxx st segments are elevated in v3 xxxx t wave are inverted in avl v2 - xxxx and flat in i consistent with anterior myocardial infarct probably old ,1,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: left_anterior_fascicular_block', 'axis_deviation: left_axis_deviation', 'prior_infarct: anterior_prior_infarct', 'infarct: anterior_infarct']"
 sinus rhythm q wave in ii iii avf consistent with old inferior myocardial infarct ,23,"['sinus_rhythm: normal_sinus_rhythm', 'prior_infarct: inferior_prior_infarct', 'infarct: inferior_infarct']"
 sinus rhythm no definite pathology ,230,['sinus_rhythm: normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm prolonged pr interval left axis deviation right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,1,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: right_bundle_branch_block', 'axis_deviation: left_axis_deviation', 'prior_infarct: inferior_prior_infarct', 'infarct: inferior_infarct']"
 sinus tachycardia qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct ,1,"['sinus_rhythm: sinus_tachycardia', 'prior_infarct: anteroseptal_prior_infarct', 'infarct: anteroseptal_infarct']"
 premature atrial contraction ( s ) sinus rhythm left atrial enlargement qs complex in v2 and tiny r wave in v3 st segments are depressed and t wave inverted in i avl v5 xxxx consistent with ischaemic heart disease with old anteroseptal myocardial ,1,"['hypertrophy: left_atrial_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm']"
 sinus rhythm left atrial enlargement voltages are high in chest leads suggesting lvh st segments are depressed and t wave inverted in i avl v4 xxxx this may be due to lv strain or ischaemia ,1,"['hypertrophy: left_atrial_hypertrophy, left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm']"
 sinus rhythm possible left atrial enlargement voltages are high in limb leads suggesting lvh qs complex in v2 suggesting old anteroseptal myocardial infarct st segments are depressed in i avl v5 xxxx t wave are inverted in i avl v3 - xxxx this ma ,1,"['hypertrophy: left_atrial_hypertrophy, left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm', 'prior_infarct: anteroseptal_prior_infarct', 'infarct: anteroseptal_infarct']"
 sinus rhythm minor non - specific t wave flattening in limb leads and v5 xxxx ,3,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_flattening']"
 sinus rhythm chest lead voltages suggest possible lv hypertrophy otherwise normal ecg ,1,['sinus_rhythm: normal_sinus_rhythm']
 sinus tachycardia left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,3,"['sinus_rhythm: sinus_tachycardia', 'conduction_abnormality: left_bundle_branch_block', 'axis_deviation: left_axis_deviation']"
 premature ventricular contraction ( s ) atrial fibrillation left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,2,"['atrial_arrhythmia: atrial_fibrillation', 'conduction_abnormality: left_bundle_branch_block', 'axis_deviation: left_axis_deviation']"
 sinus arrhythmia normal ecg ,52,"['general: normal_ecg', 'sinus_rhythm: sinus_arrhythmia']"
 sinus bradycardia with sinus arrhythmia the cause of the bradycardia is not evident voltages are high in chest leads suggesting lvh st segments are depressed in i ii avl v4 xxxx this may be due to lv strain or ischaemia prolonged qt this may be du ,1,"['hypertrophy: left_ventricular_hypertrophy', 'sinus_rhythm: sinus_arrhythmia, sinus_bradycardia', 'conduction_abnormality: long_qt']"
 sinus rhythm left axis deviation left anterior fascicular block ,47,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: left_anterior_fascicular_block', 'axis_deviation: left_axis_deviation']"
 sinus rhythm left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,19,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: left_bundle_branch_block', 'axis_deviation: left_axis_deviation']"
 premature ventricular contraction ( s ) sinus rhythm right bundle branch block ,3,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: right_bundle_branch_block']"
 sinus rhythm minor non - specific t wave flattening in i avl v5 xxxx this is of doubtful significance ,1,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_flattening']"
 sinus bradycardia voltages are high in chest leads suggesting lvh the cause of the bradycardia is not evident ,2,"['hypertrophy: left_ventricular_hypertrophy', 'sinus_rhythm: sinus_bradycardia']"
 sinus rhythm possible old inferior myocardial infarct ,3,"['sinus_rhythm: normal_sinus_rhythm', 'prior_infarct: inferior_prior_infarct', 'infarct: inferior_infarct']"
 sinus rhythm incomplete right bundle branch block this is probably a normal variant high v lead voltages are probably normal for age ,1,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: incomplete_right_bundle_branch_block']"
 sinus rhythm normal ecg edit norm xxxx ( norm xxxx ) ,46,"['general: normal_ecg', 'sinus_rhythm: normal_sinus_rhythm']"
 sinus rhythm minor non - specific st and t wave change in i avl ,1,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: st_abnormality, t_abnormality']"
 sinus rhythm left ventricular hypertrophy widespread st segment depression and t wave inversion this may be due to lv strain or ischaemia ,1,"['hypertrophy: left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_inversion']"
 premature ventricular contraction ( s ) sinus rhythm rightward axis ,1,"['sinus_rhythm: normal_sinus_rhythm', 'axis_deviation: right_axis_deviation']"
 sinus rhythm left atrial enlargement voltages are high in chest leads suggesting lvh st segments are depressed in i ii iii avl avf v5 xxxx t wave are inverted in i avl v5 xxxx this may be due to lv strain or ischaemia st segments are elevated i ,1,"['hypertrophy: left_atrial_hypertrophy, left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm']"
 sinus rhythm left ventricular hypertrophy possible left atrial enlargement widespread st segment depression and t wave inversion this may be due to lv strain or ischaemia ,1,"['hypertrophy: left_atrial_hypertrophy, left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_inversion']"
 sinus rhythm non - specific t wave flattening in v2 - xxxx ,2,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_flattening']"
 sinus arrhythmia non - specific t wave flattening in v4 xxxx myocardial ischaemia cannot be excluded ,1,"['sinus_rhythm: sinus_arrhythmia', 'repolarization_abnormality: t_flattening']"
 atrial fibrillation qs complex in v2 and tiny r wave in v3 xxxx st segments are depressed in i ii avl v5 xxxx t wave are inverted in i avl v5 xxxx consistent with ischaemic heart disease with old anteroseptal myocardial infarct it is difficult to ,1,"['atrial_arrhythmia: atrial_fibrillation', 'prior_infarct: anteroseptal_prior_infarct', 'infarct: anteroseptal_infarct']"
 sinus rhythm borderline left axis deviation q wave and st segment elevation in v2 cannot rule out anteroseptal myocardial damage st segments are depressed in i avl v5 xxxx t wave are low or flat in these leads this may be due to lv strain or ischaem ,1,"['sinus_rhythm: normal_sinus_rhythm', 'axis_deviation: left_axis_deviation']"
 sinus rhythm right bundle branch block q wave in chest leads consistent with old anterior myocardial infarct possible old inferior myocardial infarct edit asmi xxxx crbbb infarkt sicher ( asmi xxxx crbbb ) ,1,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: right_bundle_branch_block', 'prior_infarct: anterior_prior_infarct, inferior_prior_infarct', 'infarct: anterior_infarct, inferior_infarct']"
 sinus rhythm voltages are high in chest leads suggesting lvh st segments are depressed in ii iii avf v4 xxxx this may be due to lv strain or ischaemia ,3,"['hypertrophy: left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm']"
 sinus rhythm normal ecg edit norm xxxx schlechte qualität v2 v3 v5 ,1,"['general: normal_ecg', 'sinus_rhythm: normal_sinus_rhythm']"
 premature atrial contraction ( s ) sinus arrhythmia voltages are high in chest leads suggesting lvh st segments are depressed in ii iii avf v4 xxxx this may be due to lv strain or ischaemia prolonged qt this may be due to a drug effect or an elect ,1,"['hypertrophy: left_ventricular_hypertrophy', 'sinus_rhythm: sinus_arrhythmia', 'conduction_abnormality: long_qt']"
 atrial fibrillation st segments are depressed in ii iii avf v4 xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['atrial_arrhythmia: atrial_fibrillation']
 sinus rhythm possible left atrial enlargement q wave and small r wave in v2 suggesting old anteroseptal myocardial infarct non - specific t wave flattening in v6 ,1,"['hypertrophy: left_atrial_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm', 'prior_infarct: anteroseptal_prior_infarct', 'infarct: anteroseptal_infarct', 'repolarization_abnormality: t_flattening']"
 sinus rhythm compared with tracing of xxxx it is not significantly changed ,1,['sinus_rhythm: normal_sinus_rhythm']
 atrial fibrillation with rapid ventricular response low limb lead voltage minor non - specific st and t wave change prolonged qt this may be due to a drug effect or an electrolyte disturbance coarse fibrillation wave accord with mitral valve disease ,1,"['atrial_arrhythmia: atrial_fibrillation', 'conduction_abnormality: long_qt', 'repolarization_abnormality: st_abnormality, t_abnormality']"
 sinus rhythm q wave in ii iii avf suggesting old inferior myocardial infarct ,2,"['sinus_rhythm: normal_sinus_rhythm', 'prior_infarct: inferior_prior_infarct', 'infarct: inferior_infarct']"
 sinus rhythm normal ecg there is no ecg evidence to suggest pericarditis moreover acute pericarditis would be unlikely in the absence of tachycardia ,1,"['general: normal_ecg', 'other: pericarditis', 'sinus_rhythm: normal_sinus_rhythm']"
 sinus rhythm left ventricular hypertrophy st segments are depressed in v5 xxxx q wave in ii iii avf t wave are low or flat in limb leads and v5 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,"['hypertrophy: left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm', 'prior_infarct: inferior_prior_infarct', 'infarct: inferior_infarct']"
 sinus rhythm minor nonspecific anterior st t change ,1,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_abnormality']"
 sinus arrhythmia no definite pathology ,5,['sinus_rhythm: sinus_arrhythmia']
 atrial fibrillation otherwise no definite pathology ,18,['atrial_arrhythmia: atrial_fibrillation']
 sinus rhythm left axis deviation left anterior fascicular block otherwise no definite pathology lead v5 shows artifact ,1,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: left_anterior_fascicular_block', 'axis_deviation: left_axis_deviation']"
 sinus rhythm voltages are high in chest leads suggesting lvh non - specific st segment depression in i ii v4 xxxx edit lvh xxxx vh xxxx sokolow xxxx wahrscheinlich normal ,1,"['hypertrophy: left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm']"
 premature ventricular contraction ( s ) a rapid regular supraventricular tachycardia is present rhythm is probably atrial flutter with xxxx av block left ventricular hypertrophy non - specific st and t wave change ,1,"['hypertrophy: left_ventricular_hypertrophy', 'atrial_arrhythmia: atrial_tachycardia, atrial_flutter', 'repolarization_abnormality: st_abnormality, t_abnormality']"
 atrial fibrillation st segments are depressed in i v5 xxxx t wave are low or flat in i v5 xxxx and inverted in avl this may be due to lv strain or ischaemia ,1,['atrial_arrhythmia: atrial_fibrillation']
 sinus rhythm left bundle branch block this is most commonly due to ischaemic heart disease ,31,"['sinus_rhythm: normal_sinus_rhythm', 'conduction_abnormality: left_bundle_branch_block']"
 sinusrhythmus p - sinistrocardiale ,2,
 sinus rhythm st segments are depressed in i v4 xxxx this may be due to lv strain or ischaemia ,1,['sinus_rhythm: normal_sinus_rhythm']
 sinus rhythm minor non - specific t wave flattening in i avl v2 xxxx edit norm xxxx ( ndt ) ,1,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_flattening']"
 sinus rhythm prolonged pr interval left atrial enlargement compared with tracing of xxxx rhythm was previously atrial flutter otherwise it is similar with non - specific st and t wave change ,1,"['hypertrophy: left_atrial_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm', 'atrial_arrhythmia: atrial_flutter', 'repolarization_abnormality: st_abnormality, t_abnormality']"
 sinus rhythm borderline left axis deviation low limb lead voltage no definite pathology ,2,"['sinus_rhythm: normal_sinus_rhythm', 'axis_deviation: left_axis_deviation']"
 premature ventricular contraction ( s ) sinus rhythm non - specific intraventricular block left ventricular hypertrophy st segments are depressed in ii iii avf v5 xxxx t wave are flat or slightly inverted in limb leads and v5 xxxx this may be due to lv str ,1,"['hypertrophy: left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm']"
 sinus arrhythmia left axis deviation no definite pathology ,1,"['sinus_rhythm: sinus_arrhythmia', 'axis_deviation: left_axis_deviation']"
 atrial fibrillation with rapid ventricular response non - specific st and t wave change ,8,"['atrial_arrhythmia: atrial_fibrillation', 'repolarization_abnormality: st_abnormality, t_abnormality']"
 supraventrikuläre extrasystole ( n ) sinusrhythmus periphere niederspannung unspezifisches abnormales t ,1,
 sinus arrhythmie rechtsschenkelblock ,1,
 ventrikuläre extrasystole ( n ) bigeminus sinusrhythmus ,1,
 sinusrhythmus rechtstyp sonst normales ecg ,27,
 sinusrhythmus linkstyp qt - verlängerung ,5,
 regelmässiger rhythmus keine p - welle erkannt rechtstyp linksposteriorer fascicular block ,1,
 sinus arrhythmie rechtstyp linksposteriorer fascicular block ,2,
 sinusrytm vänster el - axel st and t sänkning såsom vid anterolateral ischemi eller vänster belastning t - förändring såsom vid anterior myokardaffektion ,1,
 sinusbradykardi vänster el - axel eljest normalt ecg ,2,
 sinusbradykardi avvikande qrs ( t ) förlopp inferior myokardskada bör övervägas st and t sänkning såsom vid anterolateral ischemi eller vänster belastning ,1,
 förmaksflimmer med hög kammarfrekvens vänster el - axel vänster kammarhypertrofi ,1,
 sinusrytm flacka t - vågor anterolateralt ,1,
 sinusrhythmus linkstyp unspezifische intraventrikuläre leitungsstörung ,5,
 sinusrhythmus unspezifische intraventrikuläre leitungsstörung ,14,
 sinus rhythm low limb lead voltage no definite pathology ,30,['sinus_rhythm: normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in i avl ,5,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_flattening']"
 sinus rhythm minor non - specific intraventricular delay minor non - specific t wave flattening no definite evidence of ischaemia or rhythm disturbance minor qt prolongation ,1,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: t_flattening']"
 sinus rhythm minor non - specific st and t wave change ,4,"['sinus_rhythm: normal_sinus_rhythm', 'repolarization_abnormality: st_abnormality, t_abnormality']"
 sinus rhythm premature ventricular contraction ( s ) prolonged pr interval non - specific intraventricular delay st segments are depressed in i ii v4 xxxx t wave are low or flat in limb leads and v5 xxxx findings are likely to be due to ischaemic heart ,1,['sinus_rhythm: normal_sinus_rhythm']
 sinus rhythm voltages are high in limb leads suggesting lvh st segments are depressed and t wave inverted in i ii avl v4 xxxx this is probably due to lv strain ,1,"['hypertrophy: left_ventricular_hypertrophy', 'sinus_rhythm: normal_sinus_rhythm']"
 sinus rhythm tiny r wave in v2 old anteroseptal infarct cannot be excluded otherwise normal ecg ,1,"['sinus_rhythm: normal_sinus_rhythm', 'prior_infarct: anteroseptal_prior_infarct', 'infarct: anteroseptal_infarct']"
