statement,occurences,proposed label
 sinus rhythm normal ecg edit norm xxxx schlechte qualität v2 v3 v5 ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus arrhythmia voltages are high in chest leads suggesting lvh st segments are depressed in ii iii avf v4 xxxx this may be due to lv strain or ischaemia prolonged qt this may be due to a drug effect or an elect ,1,['sinus_arrhythmia']
 sinus rhythm possible left atrial enlargement q wave and small r wave in v2 suggesting old anteroseptal myocardial infarct non - specific t wave flattening in v6 ,1,['normal_sinus_rhythm']
 sinus rhythm compared with tracing of xxxx it is not significantly changed ,1,['normal_sinus_rhythm']
 sinus rhythm q wave in ii iii avf suggesting old inferior myocardial infarct ,2,['normal_sinus_rhythm']
 sinus rhythm normal ecg there is no ecg evidence to suggest pericarditis moreover acute pericarditis would be unlikely in the absence of tachycardia ,1,['normal_sinus_rhythm']
 sinus rhythm left ventricular hypertrophy st segments are depressed in v5 xxxx q wave in ii iii avf t wave are low or flat in limb leads and v5 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm minor nonspecific anterior st t change ,1,['normal_sinus_rhythm']
 sinus arrhythmia no definite pathology ,5,['sinus_arrhythmia']
 sinus rhythm left axis deviation left anterior fascicular block otherwise no definite pathology lead v5 shows artifact ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in chest leads suggesting lvh non - specific st segment depression in i ii v4 xxxx edit lvh xxxx vh xxxx sokolow xxxx wahrscheinlich normal ,1,['normal_sinus_rhythm']
 sinus rhythm left bundle branch block this is most commonly due to ischaemic heart disease ,31,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i v4 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm minor non - specific t wave flattening in i avl v2 xxxx edit norm xxxx ( ndt ) ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval left atrial enlargement compared with tracing of xxxx rhythm was previously atrial flutter otherwise it is similar with non - specific st and t wave change ,1,['normal_sinus_rhythm']
 sinus rhythm borderline left axis deviation low limb lead voltage no definite pathology ,2,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm non - specific intraventricular block left ventricular hypertrophy st segments are depressed in ii iii avf v5 xxxx t wave are flat or slightly inverted in limb leads and v5 xxxx this may be due to lv str ,1,['normal_sinus_rhythm']
 sinus arrhythmia left axis deviation no definite pathology ,1,['sinus_arrhythmia']
 sinus rhythm low limb lead voltage no definite pathology ,30,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in i avl ,5,['normal_sinus_rhythm']
 sinus rhythm minor non - specific intraventricular delay minor non - specific t wave flattening no definite evidence of ischaemia or rhythm disturbance minor qt prolongation ,1,['normal_sinus_rhythm']
 sinus rhythm minor non - specific st and t wave change ,4,['normal_sinus_rhythm']
 sinus rhythm premature ventricular contraction ( s ) prolonged pr interval non - specific intraventricular delay st segments are depressed in i ii v4 xxxx t wave are low or flat in limb leads and v5 xxxx findings are likely to be due to ischaemic heart ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in limb leads suggesting lvh st segments are depressed and t wave inverted in i ii avl v4 xxxx this is probably due to lv strain ,1,['normal_sinus_rhythm']
 sinus rhythm tiny r wave in v2 old anteroseptal infarct cannot be excluded otherwise normal ecg ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block this is probably a normal variant t wave are low in ii and inverted in iii avf this may be normal but inferior myocardial ischaemia cannot be entirely excluded suggest repeat if clinically indica ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm otherwise normal ecg lead v4 shows artifact ,1,['normal_sinus_rhythm']
 sinus rhythm r - s transition zone in v leads displaced to the right incomplete right bundle branch block otherwise normal ecg ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block right bundle branch block bifascicular block pr interval is normal ,19,['normal_sinus_rhythm']
 sinus rhythm premature ventricular contraction ( s ) possible left atrial enlargement r - s transition zone in v leads displaced to the right q wave in ii iii avf consistent with old inferior myocardial infarct st segments are depressed in i avl ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm r - s transition zone in v leads displaced to the right otherwise normal ecg ,1,['normal_sinus_rhythm']
 sinus rhythm qs complex in v2 suggesting old anteroseptal infarct otherwise normal ecg ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm voltages are high in chest leads suggesting lvh poor progression of r wave in anterior chest leads old anteroseptal myocardial infarct cannot be excluded ,1,['normal_sinus_rhythm']
 sinus rhythm low limb lead voltage possible old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm normal ecg edit norm xxxx rsiii ( norm xxxx ) ,3,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block t wave are inverted in v4 xxxx and low or flat in i avl findings may be due to lateral myocardial ischaemia or subendocardial infarct of uncertain age ,1,['normal_sinus_rhythm']
 sinus rhythm normal ecg edit norm xxxx rsiii avf ( norm xxxx ) ,1,['normal_sinus_rhythm']
 sinus rhythm normal ecg edit norm xxxx diffuse t - wellenveränderungen ( flach hebungen ) ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i ii avl v5 xxxx t wave are low or flat in limb leads and v4 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus arrhythmia incomplete right bundle branch block this is probably a normal variant otherwise normal ecg ,4,['sinus_arrhythmia']
 sinus rhythm no definite pathology edit norm xxxx ,1,['normal_sinus_rhythm']
 sinus rhythm normal ecg edit norm xxxx rqsiii ( norm xxxx ) ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i avl v5 xxxx t wave are low in these leads this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm possible left atrial enlargement left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,1,['normal_sinus_rhythm']
 sinus rhythm borderline left axis deviation qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in limb leads and v5 xxxx myocardial ischaemia is a likely cause ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are low or flat throughout myocardial ischaemia is likely suggest exclude hypokalaemia ,6,['normal_sinus_rhythm']
 sinus rhythm voltages are high in chest leads suggesting lvh no definite pathology ,1,['normal_sinus_rhythm']
 sinus rhythm widespread t wave flattening myocardial ischaemia is likely suggest exclude hypokalaemia ,1,['normal_sinus_rhythm']
 sinus rhythm probable left atrial enlargement voltages are high in chest leads suggesting lvh st segments are depressed in i ii avf v4 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in i avl v5 xxxx ,11,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus arrhythmia minor non - specific t wave flattening in i avl v6 ,1,['sinus_arrhythmia']
 sinus bradycardia otherwise normal ecg the cause of the bradycardia is not evident ,31,['sinus_bradycardia']
 sinus rhythm n0n - specific t wave inversion in iii avf this may be normal ,1,['normal_sinus_rhythm']
 sinus rhythm minor non - specific st segment depression in i avl ,5,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm t wave are low or flat in limb leads and v5 xxxx non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm voltages are high in limb leads suggesting lvh otherwise normal ecg ,30,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus rhythm st segments are depressed in ii iii avf v3 - xxxx t wave are low in ii and slightly inverted in iii avf this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm minimal st segment depression in v4 xxxx t wave are low in v5 xxxx this is minor non - specific and of doubtful significance ,1,['normal_sinus_rhythm']
 sinus rhythm borderline left axis deviation qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm compared with tracings of xxxx and xxxx it is similar to the latter but st segment depression and t wave inversion in inferior leads are a little deeper ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed and t wave inverted in i ii avl v2 - xxxx this may be due to lv strain or ischaemia edit imi xxxx lvh xxxx isc sokolow xxxx ( xxxx 2v2+v5 ) ( lvh xxxx isc_ ) ,1,['normal_sinus_rhythm']
 sinus rhythm q wave and t wave inversion in v2 suggesting old anteroseptal infarct otherwise normal ecg ,1,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i avl v5 xxxx t wave are inverted in i avl and flat in ii v4 xxxx this may be due to lv strain or ischaemia st segments are elevated in v1 xxxx this is of uncertain significance ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific intraventricular block q wave in ii iii avf consistent with old inferior myocardial infarct ,3,['normal_sinus_rhythm']
 sinus rhythm q wave in ii iii avf consistent with old inferior myocardial infarct non - specific t wave flattening in i avl v6 ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm low limb lead voltage st segments are depressed in i ii v3 - xxxx this may be due to lv strain or ischaemia possible old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval otherwise normal ecg ,40,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block q wave in v2 an old anteroseptal infarct cannot be excluded ,1,['normal_sinus_rhythm']
 sinus rhythm left ventricular hypertrophy st segments are depressed in v5 xxxx t wave are low in ii v5 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus bradycardia non - specific intraventricular delay voltages in chest leads are at upper limit the cause of the bradycardia is not evident ,1,['sinus_bradycardia']
 sinus bradycardia low limb lead voltage t wave are low or flat throughout myocardial ischaemia is likely suggest exclude hypokalaemia the cause of the bradycardia is not evident ,1,['sinus_bradycardia']
 sinus rhythm st segments are depressed in i ii avl v5 xxxx t wave are low or flat in ii v4 xxxx t wave are slightly inverted in i avl v6 this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm q wave in ii iii avf are probably normal no definite pathology ,23,['normal_sinus_rhythm']
 sinus rhythm possible left atrial enlargement minor non - specific t wave flattening in v5 xxxx ,1,['normal_sinus_rhythm']
 sinus rhythm tiny r wave in v2 this may be normal but old anteroseptal myocardial infarct cannot be excluded no definite ecg evidence to suggest pulmonary embolism ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in v2 xxxx ,3,['normal_sinus_rhythm']
 sinus rhythm right bundle branch block edit asmi xxxx crbbb mi5 xxxx % bbb xxxx % ( crbbb ) ,1,['normal_sinus_rhythm']
 sinus tachycardia qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct st segments are depressed in i ii v5 xxxx t wave are flat in i avl this may be due to lv strain or ischaemia ,1,['sinus_tachycardia']
 sinus tachycardia right atrial enlargement incomplete right bundle branch block non - specific st and t wave change in inferolateral leads ,1,['sinus_tachycardia']
 sinus rhythm q wave and t wave inversion in ii iii avf consistent with old inferior myocardial infarct ,3,['normal_sinus_rhythm']
 sinus rhythm premature ventricular contraction ( s ) bigeminy otherwise no definite pathology the computer has selected vpbs as typical ventricular complex because more of them were recorded please ignore this ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are flat in ii avf and inverted in iii inferior myocardial ischaemia cannot be excluded voltages in chest leads are at upper limit ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus rhythm otherwise no definite pathology ,2,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm non - specific t wave flattening in i v4 xxxx myocardial ischaemia is likely ,1,['normal_sinus_rhythm']
 sinus rhythm rightward axis right bundle branch block possible right ventricular hypertrophy edit rvh xxxx crbbb lpfb ( crbbb lpfb rvh xxxx ) ,1,['normal_sinus_rhythm']
 sinus rhythm non - specific t wave flattening in i v2 xxxx ,1,['normal_sinus_rhythm']
 sinus rhythm deep but narrow q wave in ii iii avf v4 xxxx may indicate septal hypertrophy rather than old infarct otherwise normal ecg edit lvh xxxx septal hypertrophy sokolow xxxx ( norm xxxx sehyp xxxx ) ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct non - specific t wave flattening in limb leads and v5 xxxx ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block minor non - specific t wave flattening ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged qt this may be due to a drug effect or an electrolyte disturbance ,14,['normal_sinus_rhythm']
 sinus rhythm rightward axis probable left posterior fascicular block qs complex in v2 xxxx consistent with old anterior myocardial infarct q wave in i avl suggesting old lateral infarct ,1,['normal_sinus_rhythm']
 sinus tachycardia left atrial enlargement left axis deviation qs complex in v2 xxxx consistent with anteroseptal myocardial infarct of uncertain age probably old st segments are depressed and t wave inverted in i avl v5 xxxx this may be due to ,1,['sinus_tachycardia']
 sinus rhythm left axis deviation left anterior fascicular block otherwise normal ecg ,23,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval right bundle branch block ,8,['normal_sinus_rhythm']
 sinus rhythm t wave are inverted in i avl v5 xxxx non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm prolonged pr interval otherwise normal ecg ,2,['normal_sinus_rhythm']
 sinus rhythm right bundle branch block ,45,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval left bundle branch block ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are flat or slightly inverted in limb leads and v6 non - specific but consistent with myocardial ischaemia prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval compared with tracing of xxxx ventricular complex are slightly narrower but otherwise it is not significantly changed ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block q wave in ii iii avf are probably normal no definite pathology ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block non - specific t wave change in v4 xxxx myocardial ischaemia is a possible cause ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block st segments are depressed in v4 xxxx t wave are low or flat in ii v2 - xxxx and inverted in iii avf non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are low or flat in i avl and inverted in v4 xxxx non - specific but consistent with myocardial ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm t wave are inverted in v2 xxxx low in i and inverted in avl findings are of uncertain significance in a patient of this age ,1,['normal_sinus_rhythm']
 sinus tachycardia normal ecg ,4,['sinus_tachycardia']
 sinus rhythm incomplete right bundle branch block q wave in ii iii avf old inferior myocardial infarct cannot be excluded ,1,['normal_sinus_rhythm']
 sinus rhythm qs complex in v2 suggesting old anteroseptal infarct st segments are depressed in v5 xxxx t wave are flat or slightly inverted in limb leads and v5 xxxx findings are likely to be due to ischaemic heart disease ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block otherwise normal ecg ,41,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block voltages are high in chest leads suggesting lvh non - specific intraventricular delay inferolateral st and t wave change these may be due to lv strain or isc ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block non - specific t wave change in v2 xxxx myocardial ischaemia is a possible cause ,1,['normal_sinus_rhythm']
 sinus rhythm q wave in ii iii avf consistent with old inferior myocardial infarct t wave are low or flat in i v4 xxxx and inverted in avl findings are likely to be due to ischaemic heart disease ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block this is probably a normal variant otherwise normal ecg ,16,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,3,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval possible left atrial enlargement voltages are high in chest leads suggesting lvh st segments are depressed in v5 xxxx this may be due to lv strain or ischaemia old anteroseptal myocardial infarct cannot be exclude ,1,['normal_sinus_rhythm']
 sinus rhythm left axis deviation non - specific intraventricular block left ventricular hypertrophy st segments are depressed in i ii avl v5 xxxx t wave are inverted in i avl v6 this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm no definite pathology ,3,['normal_sinus_rhythm']
 sinus rhythm q wave in v2 suggesting old anteroseptal infarct minor non - specific t wave flattening in i avl ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval minor non - specific t wave flattening in i avl v6 ,2,['normal_sinus_rhythm']
 sinus rhythm q wave in v2 suggesting old anteroseptal infarct ,1,['normal_sinus_rhythm']
 sinus rhythm compared with tracing of earlier today it is not significantly changed change persist in anteroseptal leads ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block otherwise normal ecg edit norm xxxx irbbb ( norm xxxx irbbb lafb ) ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm left axis deviation tiny r wave in v2 xxxx suggesting old anteroseptal infarct possible old inferior myocardial infarct non - specific st and t wave change in lateral leads ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct t wave flattening in i avl v4 xxxx st segments are slightly depressed in i avl non - specific but consistent with m ,1,['normal_sinus_rhythm']
 sinus rhythm left bundle branch block ,5,['normal_sinus_rhythm']
 sinus rhythm left axis deviation left anterior fascicular block minor non - specific st segment depression in i v2 and v4 xxxx ,1,['normal_sinus_rhythm']
 sinus rhythm q wave in ii iii avf consistent with old inferior myocardial infarct st segments are depressed in i ii avl v6 t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypo ,1,['normal_sinus_rhythm']
 premature ventricular contractions bigeminy sinus tachycardia non - specific st and t wave change ,1,['sinus_tachycardia']
 sinus rhythm voltages are high in limb leads suggesting lvh st segments are depressed in i avl v6 t wave are low or flat in these leads this may be due to lv strain or ischaemia ,2,['normal_sinus_rhythm']
 sinus rhythm left axis deviation voltages are high in limb leads suggesting lvh ,3,['normal_sinus_rhythm']
 sinus rhythm t wave are low or flat in limb leads and v4 xxxx non - specific but consistent with myocardial ischaemia ,2,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i ii avf v4 xxxx t wave are low throughout myocardial ischaemia is likely suggest exclude hypokalaemia ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval possible old inferior infarct ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) bigeminy sinus rhythm minor non - specific t wave flattening in i ,1,['normal_sinus_rhythm']
 sinus rhythm prolonged pr interval q wave in ii iii avf st segments are depressed in i ii avf v4 xxxx t wave are low or flat in i avl consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm possible left atrial enlargement voltages are high in chest leads suggesting lvh ,1,['normal_sinus_rhythm']
 sinus rhythm borderline left axis deviation otherwise normal ecg ,2,['normal_sinus_rhythm']
 sinus rhythm left axis deviation borderline criteria for left anterior fascicular block otherwise normal ecg ,1,['normal_sinus_rhythm']
 premature atrial contractions trigeminy sinus rhythm minor non - specific st segment depression in i avl v5 xxxx ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) sinus rhythm compared with tracing of xxxx it is very similar except for the premature complex st and t wave change persist ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block q wave and t wave inversion in ii iii avf st segments are depressed in i avl v4 xxxx t wave are low or flat in v5 xxxx consistent with ischaemic heart disease with inferior myocardial infarct pr ,1,['normal_sinus_rhythm']
 sinus bradycardia r - s transition zone in v leads displaced to the right minor non - specific st and t wave change in inferolateral leads ,1,['sinus_bradycardia']
 premature atrial contraction ( s ) sinus rhythm otherwise normal ecg ,44,['normal_sinus_rhythm']
 sinus rhythm t wave are inverted in v2 - xxxx and low or flat in i avl v6 findings are likely to be due to ischaemic heart disease anterior subendocardial infarct of uncertain age cannot be excluded ,1,['normal_sinus_rhythm']
 sinus rhythm left atrial enlargement voltages are high in chest leads suggesting lvh st segments are depressed and t wave inverted in i ii avl v2 - xxxx this may be due to lv strain or ischaemia edit injas lvh xxxx isc sokolow xxxx ( lvh xxxx isc_ ) ,1,['normal_sinus_rhythm']
 sinus rhythm incomplete right bundle branch block st segments are depressed in i ii v5 xxxx t wave are inverted in v2 - xxxx and low in other leads findings are likely to be due to ischaemic heart disease the age of the change is uncertain ,1,['normal_sinus_rhythm']
 premature atrial contraction ( s ) trigeminy sinus rhythm prolonged pr interval left axis deviation ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus bradycardia incomplete right bundle branch block st segments are depressed in v2 - xxxx t wave are low in v4 xxxx this may be due to lv strain or ischaemia the cause of the bradycardia is not evident ,1,['sinus_bradycardia']
 premature atrial contraction ( s ) sinus rhythm left anterior fascicular block non - specific intraventricular block q wave in i avl v4 xxxx consistent with old lateral myocardial infarct ,1,['normal_sinus_rhythm']
 sinus rhythm q wave in ii iii avf st segments are elevated in ii iii avf v5 xxxx t wave are inverted in these leads consistent with inferolateral myocardial infarct which appears recent ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm left atrial enlargement left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,1,['normal_sinus_rhythm']
 premature ventricular contraction ( s ) sinus rhythm voltages are high in limb leads suggesting lvh st segments are depressed in i ii avl v3 - xxxx t wave are low in i ii avl v6 this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm non specific intraventricular block left ventricular hypertrophy anterolateral st and t wave change consistent with ischaemia or marked left ventricular strain ,1,['normal_sinus_rhythm']
 sinus rhythm q wave in ii iii avf are probably normal old inferior infarct cannot be entirely excluded otherwise normal ecg ,3,['normal_sinus_rhythm']
 sinus rhythm st segments are depressed in i avl t wave are low or flat in avl v4 xxxx this may be due to lv strain or ischaemia ,1,['normal_sinus_rhythm']
 sinus rhythm minor non - specific t wave flattening in i and inversion in avl ,4,['normal_sinus_rhythm']
 sinus tachycardia st segments are depressed in i ii v4 xxxx this may be due to lv strain or ischaemia ,1,['sinus_tachycardia']
 sinus rhythm borderline left axis deviation no definite pathology ,12,['normal_sinus_rhythm']
