statement,occurences,proposed label
 atrial fibrillation with rapid ventricular response left axis deviation left anterior fascicular block non - specific st and t wave change in i avl ,1,['left_anterior_fascicular_block']
 sinus rhythm possible left atrial enlargement left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,1,['left_bundle_branch_block']
 atrial fibrillation with rapid ventricular response incomplete right bundle branch block st segments are depressed in i v2 - xxxx non - specific but consistent with myocardial ischaemia ,1,['incomplete_right_bundle_branch_block']
 atrial fibrillation left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,6,['left_bundle_branch_block']
 sinus rhythm left axis deviation left anterior fascicular block q wave in v2 an old anteroseptal infarct cannot be excluded ,1,['left_anterior_fascicular_block']
 sinus rhythm right bundle branch block edit asmi xxxx crbbb mi5 xxxx % bbb xxxx % ( crbbb ) ,1,['right_bundle_branch_block']
 sinus tachycardia right atrial enlargement incomplete right bundle branch block non - specific st and t wave change in inferolateral leads ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm rightward axis right bundle branch block possible right ventricular hypertrophy edit rvh xxxx crbbb lpfb ( crbbb lpfb rvh xxxx ) ,2,"['right_bundle_branch_block', 'left_posterior_fascicular_block']"
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct non - specific t wave flattening in limb leads and v5 xxxx ,1,['left_anterior_fascicular_block']
 sinus rhythm incomplete right bundle branch block minor non - specific t wave flattening ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm prolonged qt this may be due to a drug effect or an electrolyte disturbance ,14,['long_qt']
 sinus rhythm rightward axis probable left posterior fascicular block qs complex in v2 xxxx consistent with old anterior myocardial infarct q wave in i avl suggesting old lateral infarct ,1,['left_posterior_fascicular_block']
 sinus rhythm left axis deviation left anterior fascicular block otherwise normal ecg ,23,['left_anterior_fascicular_block']
 sinus rhythm prolonged pr interval right bundle branch block ,8,['right_bundle_branch_block']
 sinus rhythm right bundle branch block ,45,['right_bundle_branch_block']
 sinus rhythm prolonged pr interval left bundle branch block ,1,['left_bundle_branch_block']
 sinus rhythm t wave are flat or slightly inverted in limb leads and v6 non - specific but consistent with myocardial ischaemia prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['long_qt']
 sinus rhythm incomplete right bundle branch block q wave in ii iii avf are probably normal no definite pathology ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm incomplete right bundle branch block non - specific t wave change in v4 xxxx myocardial ischaemia is a possible cause ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm incomplete right bundle branch block st segments are depressed in v4 xxxx t wave are low or flat in ii v2 - xxxx and inverted in iii avf non - specific but consistent with myocardial ischaemia ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm incomplete right bundle branch block q wave in ii iii avf old inferior myocardial infarct cannot be excluded ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm incomplete right bundle branch block otherwise normal ecg ,41,['incomplete_right_bundle_branch_block']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block voltages are high in chest leads suggesting lvh non - specific intraventricular delay inferolateral st and t wave change these may be due to lv strain or isc ,1,['left_anterior_fascicular_block']
 sinus rhythm left axis deviation left anterior fascicular block non - specific t wave change in v2 xxxx myocardial ischaemia is a possible cause ,1,['left_anterior_fascicular_block']
 sinus rhythm incomplete right bundle branch block this is probably a normal variant otherwise normal ecg ,16,['incomplete_right_bundle_branch_block']
 premature ventricular contraction ( s ) sinus rhythm left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,3,['left_bundle_branch_block']
 atrial fibrillation with slow ventricular response left axis deviation left anterior fascicular block left ventricular hypertrophy st segments are depressed and t wave inverted in i ii avl v4 xxxx this may be due to lv strain or ischaemia poss ,1,['left_anterior_fascicular_block']
 sinus rhythm incomplete right bundle branch block otherwise normal ecg edit norm xxxx irbbb ( norm xxxx irbbb lafb ) ,2,"['incomplete_right_bundle_branch_block', 'left_anterior_fascicular_block']"
 sinus rhythm left bundle branch block ,5,['left_bundle_branch_block']
 atrial fibrillation left axis deviation st segments are depressed in i avl v5 xxxx t wave are low or flat throughout prolonged qt findings are likely to be due to ischaemic heart disease and digitalis effect suggest exclude hypokalaemia ,1,['long_qt']
 sinus rhythm left axis deviation left anterior fascicular block minor non - specific st segment depression in i v2 and v4 xxxx ,1,['left_anterior_fascicular_block']
 sinus rhythm left axis deviation borderline criteria for left anterior fascicular block otherwise normal ecg ,1,['left_anterior_fascicular_block']
 sinus rhythm incomplete right bundle branch block q wave and t wave inversion in ii iii avf st segments are depressed in i avl v4 xxxx t wave are low or flat in v5 xxxx consistent with ischaemic heart disease with inferior myocardial infarct pr ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm incomplete right bundle branch block st segments are depressed in i ii v5 xxxx t wave are inverted in v2 - xxxx and low in other leads findings are likely to be due to ischaemic heart disease the age of the change is uncertain ,1,['incomplete_right_bundle_branch_block']
 premature ventricular contraction ( s ) sinus bradycardia incomplete right bundle branch block st segments are depressed in v2 - xxxx t wave are low in v4 xxxx this may be due to lv strain or ischaemia the cause of the bradycardia is not evident ,1,['incomplete_right_bundle_branch_block']
 premature atrial contraction ( s ) sinus rhythm left anterior fascicular block non - specific intraventricular block q wave in i avl v4 xxxx consistent with old lateral myocardial infarct ,1,['left_anterior_fascicular_block']
 premature ventricular contraction ( s ) sinus rhythm left atrial enlargement left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,1,['left_bundle_branch_block']
 sinus rhythm incomplete right bundle branch block voltages are high in limb leads suggesting lvh otherwise normal ecg ,1,['incomplete_right_bundle_branch_block']
 premature ventricular contraction ( s ) atrial flutter with xxxx av block left anterior fascicular block right bundle branch block bifascicular block ,3,"['right_bundle_branch_block', 'left_anterior_fascicular_block', 'bifascicular_block']"
 premature ventricular contraction ( s ) atrial fibrillation with rapid ventricular response incomplete right bundle branch block st segments are depressed in i ii avf v2 - xxxx t wave are low or flat throughout findings are likely to be due to ischaemic ,1,['incomplete_right_bundle_branch_block']
 atrial fibrillation incomplete right bundle branch block ,2,['incomplete_right_bundle_branch_block']
 sinus rhythm left axis deviation right bundle branch block edit asmi xxxx almi xxxx crbbb ( crbbb lafb ) ,2,"['right_bundle_branch_block', 'left_anterior_fascicular_block']"
 sinus rhythm incomplete right bundle branch block st segments are depressed in i avl t wave are low in i v5 xxxx this may be due to lv strain or ischaemia ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm incomplete left bundle branch block ,1,['incomplete_left_bundle_branch_block']
 sinus rhythm prolonged qt this may be due to a drug effect or an electrolyte disturbance otherwise normal ecg ,3,['long_qt']
 sinus rhythm borderline left axis deviation prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['long_qt']
 sinus rhythm low limb lead voltage right bundle branch block ,2,['right_bundle_branch_block']
 premature atrial contraction ( s ) sinus rhythm st segments are slightly depressed in i ii v4 xxxx non - specific but consistent with myocardial ischaemia slightly prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['long_qt']
 sinus rhythm t wave are inverted in v2 xxxx and low in i v4 myocardial ischaemia is a possible cause prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['long_qt']
 sinus tachycardia left axis deviation left anterior fascicular block non - specific intraventricular block poor progression of r wave in anterior chest leads this may be due to marked clockwise rotation but old anterior myocardial infarct cannot be ,1,['left_anterior_fascicular_block']
 sinus rhythm left ventricular hypertrophy st segments are depressed in i avl this may be due to lv strain or ischaemia slightly prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['long_qt']
 sinus rhythm left anterior fascicular block right bundle branch block bifascicular block ,3,"['right_bundle_branch_block', 'left_anterior_fascicular_block', 'bifascicular_block']"
 sinus rhythm prolonged qt borderline left ventricular hypertrophy on voltage criteria ,1,['long_qt']
 sinus rhythm moderate amplitude criteria for lvh prolonged qt this may be due to a drug effect or an electrolyte disturbance anterolateral st and t wave change consistent with left ventricular strain or ischaemia ,1,['long_qt']
 sinus arrhythmia incomplete right bundle branch block old anterolateral and inferior myocardial infarct ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm abnormal left axis deviation left anterior fascicular block right bundle branch block bifascicular block possible old inferior infarct ,3,"['right_bundle_branch_block', 'left_anterior_fascicular_block', 'bifascicular_block']"
 sinus rhythm xxxx - min with complete av block and ventricular escape rate of xxxx - min incomplete right bundle branch block in view of syncope permanent pacing should be considered ,2,"['third_degree_av_block', 'incomplete_right_bundle_branch_block']"
 premature atrial contraction ( s ) sinus rhythm left bundle branch block this is most commonly due to ischaemic heart disease ,1,['left_bundle_branch_block']
 premature ventricular contraction ( s ) sinus rhythm right axis deviation incomplete right bundle branch block ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm left axis deviation left anterior fascicular block q wave in v2 old anteroseptal infarct cannot be excluded ,2,['left_anterior_fascicular_block']
 sinus rhythm minor non - specific st segment depression in i ii v5 xxxx prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['long_qt']
 premature ventricular contraction ( s ) sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block ,1,['left_anterior_fascicular_block']
 atrial fibrillation incomplete right bundle branch block st segments are depressed in v2 - xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm voltages are high in limb leads suggesting lvh slightly prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['long_qt']
 sinus rhythm left axis deviation left anterior fascicular block non - specific intraventricular block left ventricular hypertrophy ,1,['left_anterior_fascicular_block']
 sinus rhythm left axis deviation right bundle branch block non - specific st and t wave change ,1,['right_bundle_branch_block']
 atrial fibrillation low limb lead voltage incomplete right bundle branch block ,1,['incomplete_right_bundle_branch_block']
 atrial fibrillation with slow ventricular response st segments are markedly depressed in i ii avl avf v2 - xxxx t wave are flat throughout prolonged qt suggest exclude digitalis toxicity and hypokalaemia ,1,['long_qt']
 sinus rhythm borderline left axis deviation st segments are slightly depressed in v5 xxxx t wave are generally rather low prolonged qt suggest exclude hypokalaemia ,1,['long_qt']
 sinus rhythm borderline left axis deviation left bundle branch block this is most commonly due to ischaemic heart disease ,6,['left_bundle_branch_block']
 atrial fibrillation with slow regular ventricular response qrs shows incomplete right bundle branch block and may reflect a junctional escape rhythm diffuse st and t abnormality consider ischaemia digoxin toxicity and the possibility that complete av bl ,1,['incomplete_right_bundle_branch_block']
 atrial fibrillation with slow ventricular response early r - s transition in chest leads probably due to incomplete right bundle branch block widespread non - specific st and t abnormality anterior ischaemia is a possible cause digoxin effects may be contribu ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm frequent ventricular premature contractions runs of up to three v p c s left ventricular hypertrophy st change consistant with early lv strain prolonged qt ,1,['long_qt']
 sinus rhythm prolonged pr interval right bundle branch block probable old inferior infarct antero - lateral st and t wave change suggest possible ischaemia ,1,['right_bundle_branch_block']
 sinus rhythm prolonged pr interval ventricular premature complex incomplete right bundle branch block small lateral q wave noted ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm left anterior fascicular block widespread t wave inversion query resolving pericarditis ischaemia or myocarditis likely ,1,['left_anterior_fascicular_block']
 sinus rhythm rate xxxx per minute with periods of probable xxxx sa block left anterior fascicular block no ecg evidence of ischaemia appearances suggests sinus node dysfunction ,2,"['sinoatrial_block', 'left_anterior_fascicular_block']"
 sinus rhythm right bundle branch block edit asmi xxxx crbbb ( crbbb ) ,3,['right_bundle_branch_block']
 atrial fibrillation with slow ventricular response right bundle branch block left ventricular hypertrophy st segments are depressed in i ii iii avf v5 xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['right_bundle_branch_block']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 suggesting old anteroseptal myocardial infarct ,1,['left_anterior_fascicular_block']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block t wave are low or flat in i avl v4 xxxx t wave are inverted in v2 xxxx findings may be due to lv strain or ischaemia ,1,['left_anterior_fascicular_block']
 premature ventricular contraction ( s ) sinus rhythm right axis deviation low limb lead voltage possible left posterior fascicular block right bundle branch block non - specific t wave inversion in ii iii avf possible old inferior myocardial infarctio ,2,"['right_bundle_branch_block', 'left_posterior_fascicular_block']"
 sinus rhythm left axis deviation left anterior fascicular block edit lafb xxxx ( lafb xxxx ) ,1,['left_anterior_fascicular_block']
 sinus rhythm prolonged pr interval possible left atrial enlargement right bundle branch block minor non - specific st and t wave change ,1,['right_bundle_branch_block']
 sinus arrhythmia incomplete right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm borderline left axis deviation no definite pathology edit ivcb ( norm xxxx lafb ) ,1,['left_anterior_fascicular_block']
 there is second degree av block of wenckebach type otherwise no definite pathology ,1,['second_degree_av_block']
 sinus bradycardia premature atrial contraction ( s ) bigeminy prolonged pr interval xxxx sec left axis deviation right bundle branch block ,1,['right_bundle_branch_block']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block possible old inferior infarct ,1,['left_anterior_fascicular_block']
 sinus arrhythmia incomplete right bundle branch block otherwise normal ecg ,5,['incomplete_right_bundle_branch_block']
 sinus rhythm left axis deviation right bundle branch block compared with tracing of xxxx pr interval now shorter ,1,['right_bundle_branch_block']
 sinus rhythm compared with tracings of xxxx and xxxx left axis deviation has increased and there now left anterior fascicular block as well as right bundle branch block and slightly prolonged pr interval patient has trifascicular block ,3,"['right_bundle_branch_block', 'left_anterior_fascicular_block', 'trifascicular_block']"
 sinusrhythmus verdacht auf p - sinistrocardiale ueberdrehter linkstyp linksanteriorer fascicular block qrs ( t ) abnorm anteroseptaler infarkt wahrscheinlich alt edit asmi xxxx lafb aneur xxxx ( m xxxx ) ( asmi xxxx irbbb lafb ) ,1,['left_anterior_fascicular_block']
 sinus rhythm incomplete right bundle branch block voltages are high in chest leads suggesting lvh ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm left atrial enlargement borderline left axis deviation right bundle branch block ,1,['right_bundle_branch_block']
 sinus rhythm left axis deviation no definite pathology edit lafb ( norm xxxx lafb ) ,1,['left_anterior_fascicular_block']
 regelbunden rytm inga p - våg funna låga qrs amplituder i extremitetsavledningarna avvikande qrs ( t ) förlopp anterior infarkt möjligen färsk hög lateral infarkt bör övervägasconsensus label derived from { asmi xxxx almi xxxx 1avb xxxx sr xxxx 0} { asmi xxxx almi xxxx ivcd xxxx 1avb xxxx sr xxxx 0} ,1,['intraventricular_conduction_delay']
 sinus rhythm left axis deviation left anterior fascicular block non - specific intraventricular block voltages are high in limb leads suggesting lvh st segments are depressed in i avl t wave are inverted in v4 xxxx this may be due to lv strain or is ,1,['left_anterior_fascicular_block']
 sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct st segments are depressed in i ii avl v5 xxxx ,1,['left_anterior_fascicular_block']
 premature ventricular contraction ( s ) sinus rhythm left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block ,1,['left_anterior_fascicular_block']
 premature ventricular contraction ( s ) atrial fibrillation - flutter left axis deviation left anterior fascicular block st segments are depressed in i v5 xxxx t wave are flat or slightly inverted in limb leads and v4 xxxx this may be due to lv strain or ,1,['left_anterior_fascicular_block']
 sinus arrhythmia possible left atrial enlargement low limb lead voltage left bundle branch block this is most commonly due to ischaemic heart disease ,1,['left_bundle_branch_block']
 sinus tachycardia left axis deviation left anterior fascicular block non - specific st and t wave change there is much skeletal muscle artifact ,1,['left_anterior_fascicular_block']
 sinus rhythm possible left atrial enlargement left axis deviation right bundle branch block q wave in i ii iii avf v4 xxxx t wave are low or flat throughout consistent with old inferior and lateral myocardial infarct suggest exclude hypoka ,1,['right_bundle_branch_block']
 sinus rhythm left axis deviation left anterior fascicular block edit lafb ( lafb ) ,1,['left_anterior_fascicular_block']
 sinus rhythm left axis deviation left anterior fascicular block right bundle branch block bifascicular block pr interval is normal voltages are high in limb leads suggesting lvh ,3,"['right_bundle_branch_block', 'left_anterior_fascicular_block', 'bifascicular_block']"
 sinus rhythm left axis deviation left anterior fascicular block non - specific t wave flattening in ii v5 xxxx ,1,['left_anterior_fascicular_block']
 premature ventricular contraction ( s ) sinus rhythm left atrial enlargement left axis deviation right bundle branch block non - specific st and t wave change in anterior chest leads ,1,['right_bundle_branch_block']
 sinus rhythm left axis deviation left anterior fascicular block otherwise no definite pathology ,2,['left_anterior_fascicular_block']
 sinus rhythm leftward axis r - s transition zone in v leads displaced to the right prolonged qt this may be due to a drug effect or an electrolyte disturbance anterolateral st and t wave change which are non diagnostic ,1,['long_qt']
 sinus rhythm incomplete right bundle branch block non - specific t wave flattening in v3 and inversion in v2 myocardial ischaemia is a possible cause suggest repeat if clinically indicated ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,8,['right_bundle_branch_block']
 sinus tachycardia rightward axis right bundle branch block there are deep but rather narrow q wave in ii iii avf old inferior myocardial infarct is likely but appearances could be due to septal hypertrophy ,1,['right_bundle_branch_block']
 sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh ,6,['left_anterior_fascicular_block']
 sinus rhythm left axis deviation left anterior fascicular block low limb lead voltage ,1,['left_anterior_fascicular_block']
 sinus rhythm incomplete right bundle branch block st segments are depressed in ii iii avf v5 xxxx t wave are low in ii v5 xxxx and inverted in iii avf non - specific but consistent with inferolateral myocardial ischaemia ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm r - s transition zone in v leads displaced to the left voltages are high in limb leads suggesting lvh st segments are depressed in i avl v6 t wave are inverted in i ii avl v2 - xxxx this may be due to lv strain or ischaemia prolonged qt edit injas injal sokolow xxxx aber sehr hohe amplituden in standardableitungen ( injas injal lvh xxxx ) ,1,['long_qt']
 atrial fibrillation left axis deviation left anterior fascicular block right bundle branch block bifascicular block ,6,"['right_bundle_branch_block', 'left_anterior_fascicular_block', 'bifascicular_block']"
 sinus arrhythmia low limb lead voltage left bundle branch block this is most commonly due to ischaemic heart disease ,1,['left_bundle_branch_block']
 premature ventricular contraction ( s ) sinus arrhythmia prolonged pr interval abnormal left axis deviation left anterior fascicular block non specific t abnormality ,1,['left_anterior_fascicular_block']
 sinus rhythm prolonged pr interval abnormal left axis deviation left bundle branch block ,1,['left_bundle_branch_block']
 atrial fibrillation however rhythm is basically regular indicating that it derives from a supraventricular focus some complex show non - specific intraventricular block left axis deviation left anterior fascicular block t wave are flat in limb leads a ,1,['left_anterior_fascicular_block']
 atrial fibrillation left axis deviation left anterior fascicular block st segments are depressed in i ii avl v4 xxxx t wave are inverted in i avl and flat in v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['left_anterior_fascicular_block']
 sinus rhythm incomplete right bundle branch block q wave in ii iii avf and in v3 - xxxx consistent with old anterolateral and inferior myocardial infarcts ,1,['incomplete_right_bundle_branch_block']
 atrial fibrillation with rapid ventricular response left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block st segments are depressed and t wave in i avl this may be due to lv strain or ischaemia ,1,['left_anterior_fascicular_block']
 sinus tachycardia right atrial enlargement incomplete right bundle branch block findings are suspicious of chronic respiratory disease ,1,['incomplete_right_bundle_branch_block']
 sinus tachycardia incomplete right bundle branch block non - specific st and t wave change in i avl v5 xxxx ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm right bundle branch block q wave in ii iii avf are probably normal ,1,['right_bundle_branch_block']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block otherwise normal ecg ,2,['left_anterior_fascicular_block']
 sinus rhythm borderline criteria for left anterior fascicular block otherwise normal ecg ,2,['left_anterior_fascicular_block']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block ,3,['left_anterior_fascicular_block']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block q wave in v2 xxxx old anteroseptal infarct cannot be entirely excluded ,1,['left_anterior_fascicular_block']
 sinus rhythm left axis deviation left anterior fascicular block probable old inferior infarct qs in lead v2 possible causes include previous infarct and v1 - v2 lead interchange ,1,['left_anterior_fascicular_block']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh st segments are depressed in i avl v3 - xxxx t wave are low or flat in these leads findings are likely to b ,1,['left_anterior_fascicular_block']
 premature atrial contraction ( s ) sinus tachycardia incomplete right bundle branch block minor non - specific st and t wave change compared with tracing of xxxx rhythm was previously atrial fibrillation ,1,['incomplete_right_bundle_branch_block']
 sinus rhythm left axis deviation left anterior fascicular block non - specific intraventricular block voltages are high in limb leads suggesting lvh qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct ,1,['left_anterior_fascicular_block']
 premature atrial contraction ( s ) sinus rhythm right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['right_bundle_branch_block']
 sinus rhythm left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block non - specific t wave flattening in lateral chest leads ,1,['left_anterior_fascicular_block']
 sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct ,1,['left_anterior_fascicular_block']
 sinus rhythm left anterior fascicular block t abnormality in inferior and anterolateral leads consistent with left ventricular strain or ischaemia ,1,['left_anterior_fascicular_block']
 atrial fibrillation with rapid ventricular response abnormal left axis deviation left bundle branch block ,1,['left_bundle_branch_block']
 sinus rhythm possible left atrial enlargement incomplete right bundle branch block voltages are high in chest leads suggesting lvh ,1,['incomplete_right_bundle_branch_block']
 atrial fibrillation right bundle branch block non - specific st and t wave change which are probably due to ischaemic heart disease and digitalis effect ,1,['right_bundle_branch_block']
 atrial fibrillation left axis deviation low limb lead voltage left anterior fascicular block incomplete right bundle branch block ,2,"['incomplete_right_bundle_branch_block', 'left_anterior_fascicular_block']"
 atrial fibrillation with rapid ventricular response left axis deviation left anterior fascicular block st segments are depressed in i avl v5 xxxx t wave are low or flat in these leads this may be due to lv strain or ischaemia ,1,['left_anterior_fascicular_block']
 sinus rhythm prolonged pr interval incomplete left bundle branch block probable old anteroseptal myocardial infarct ,1,['incomplete_left_bundle_branch_block']
 sinus tachycardia left bundle branch block this is most commonly due to ischaemic heart disease ,4,['left_bundle_branch_block']
 probable sinus rhythm with prolonged pr interval but p wave are very inconspicuous and junctional rhythm is not excluded left bundle branch block this is most commonly due to ischaemic heart disease in the presence of lbbb ischaemia or infarct ,1,['left_bundle_branch_block']
 sinus rhythm left axis deviation left anterior fascicular block st segments are depressed in i avl t wave are inverted in v2 - xxxx findings are likely to be due to ischaemic heart disease the age of the change is uncertain ,1,['left_anterior_fascicular_block']
 sinus rhythm st segments are depressed and t wave inverted in i avl v4 xxxx t wave are flat in v2 xxxx this may be due to lv strain or ischaemia prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['long_qt']
 premature ventricular contraction ( s ) probable sinus rhythm but p wave are inconspicuous junctional rhythm is not excluded left anterior fascicular block right bundle branch block bifascicular block q wave in v2 xxxx consistent with old anterior ,3,"['right_bundle_branch_block', 'left_anterior_fascicular_block', 'bifascicular_block']"
 atrial fibrillation with controlled ventricular response left axis deviation left anterior fascicular block non - specific intraventricular delay qs complex in v1 xxxx due to previous anteroseptal infarct or intraventricular conduction defect ,1,['left_anterior_fascicular_block']
 sinus rhythm right bundle branch block edit rvh xxxx crbbb ( crbbb ) ,1,['right_bundle_branch_block']
 sinus rhythm prolonged pr interval left axis deviation right bundle branch block borderline criteria for left anterior fascicular block patient is verging on trifascicular block and may be at increased risk of developing complete av block ,4,"['third_degree_av_block', 'right_bundle_branch_block', 'left_anterior_fascicular_block', 'trifascicular_block']"
 sinus rhythm non - specific t wave flattening in v3 prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['long_qt']
 premature atrial contraction ( s ) sinus tachycardia prolonged pr interval left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block ,1,['left_anterior_fascicular_block']
 sinus arhythmia minor terminal intraventricular conduction delay normal ecg ,1,['intraventricular_conduction_delay']
