statement,occurences,proposed label
 atrial fibrillation st segments are depressed in i ii avl v4 xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,2,['atrial_fibrillation']
 atrial fibrillation left axis deviation low limb lead voltage t wave are inverted in lateral leads findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation low limb lead voltage q wave in ii iii avf consistent with old inferior myocardial infarct qs complex in v2 - xxxx consistent with anterior myocardial infarct probably old ,1,['atrial_fibrillation']
 atrial fibrillation borderline left axis deviation otherwise no definite pathology ,1,['atrial_fibrillation']
 atrial fibrillation compared with tracing of xxxx st and t wave change are more marked in i ii avl findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 probable atrial flutter with variable a v block low limb lead voltage qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct ,1,['atrial_flutter']
 atrial fibrillation t wave are flat in ii and inverted in iii avf possible inferior myocardial ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation with slow ventricular response left axis deviation left anterior fascicular block left ventricular hypertrophy st segments are depressed and t wave inverted in i ii avl v4 xxxx this may be due to lv strain or ischaemia poss ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation st segments are depressed in i avl v5 xxxx t wave are low or flat throughout prolonged qt findings are likely to be due to ischaemic heart disease and digitalis effect suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in i avl v2 - xxxx t wave are low or flat throughout findings are likely to be due to ischaemic heart disease and digitalis effect suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in i ii avl v3 - xxxx t wave are low or flat in these leads this may be due to lv strain or ischaemia and possibly digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii avl avf v4 xxxx t wave are low or flat in these leads findings are likely to be due to ischaemic heart disease and digitalis eff4ct tracing is very similar to that of xxxx but rate is slow ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response compared with tracing of xxxx st segment depression persists t wave now slightly inverted in ii iii avf v4 xxxx the changed pattern suggests possible recent ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation premature ventricular contraction ( s ) q wave in ii iii avf st segments are depressed in i avl v3 - xxxx t wave are inverted in i avl v6 and flat in ii v4 xxxx consistent with ischaemic heart disease with old inferior myocardial ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation st segments are depressed in i avl v2 - xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial flutter with xxxx av block left anterior fascicular block right bundle branch block bifascicular block ,1,['atrial_flutter']
 premature ventricular contraction ( s ) atrial fibrillation with rapid ventricular response incomplete right bundle branch block st segments are depressed in i ii avf v2 - xxxx t wave are low or flat throughout findings are likely to be due to ischaemic ,1,['atrial_fibrillation']
 atrial fibrillation incomplete right bundle branch block ,2,['atrial_fibrillation']
 atrial fibrillation low limb lead voltage otherwise no definite pathology ,2,['atrial_fibrillation']
 atrial fibrillation low limb lead voltage qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct st segments are depressed in ii iii avf v5 xxxx t wave are low or slightly inverted throughout findings are likely to be due to ,1,['atrial_fibrillation']
 sinus rhythm low limb lead voltage pr interval is at upper limit of normal ( xxxx sec ) st segments are depressed in i ii avl v3 - xxxx t wave are low or flat throughout non - specific but consistent with myocardial ischaemia and digitalis effect suggest ,1,['atrial_tachycardia']
 atrial fibrillation left axis deviation st segments are depressed in i ii avl v4 xxxx this may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response non - specific st and t wave change st segment depression is marked suggest repeat when ventricular rate is controlled ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response low limb lead voltage non - specific t wave flattening in limb leads and v4 xxxx ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response r - s transition zone in v leads displaced to the right voltages in limb leads are at upper limit minor non - specific t wave flattening in i avl ,2,"['atrial_tachycardia', 'atrial_fibrillation']"
 atrial fibrillation incomplete right bundle branch block st segments are depressed in v2 - xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response low limb lead voltage st segments are depressed in ii v2 - xxxx findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 regular supraventricular tachycardia p wave are not definitely identified premature ventricular contraction ( s ) st segments are depressed in ii v5 xxxx t wave are inverted in i ii v5 xxxx non - specific but consistent with myocardial ischaemia suggest e ,1,['atrial_tachycardia']
 atrial fibrillation premature ventricular contraction ( s ) low limb lead voltage st segments are depressed in v2 - xxxx t wave are low in i avl v2 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response left ventricular hypertrophy st segments are depressed in i ii iii avf v3 - xxxx t wave are inverted in i avl v3 - xxxx findings are likely to be due to ischaemic heart disease and digitalis effect lv ,1,['atrial_fibrillation']
 atrial fibrillation low limb lead voltage incomplete right bundle branch block ,1,['atrial_fibrillation']
 sinus arrhythmia voltages in chest leads are at upper limit no definite pathology ,1,['atrial_tachycardia']
 atrial fibrillation with slow ventricular response st segments are markedly depressed in i ii avl avf v2 - xxxx t wave are flat throughout prolonged qt suggest exclude digitalis toxicity and hypokalaemia ,1,['atrial_fibrillation']
 sinus bradycardia the bradycardia may be due to beta - blocker therapy minor non - specific t wave flattening in v4 xxxx voltages in limb leads are at upper limit ,1,['atrial_tachycardia']
 atrial fibrillation with slow regular ventricular response qrs shows incomplete right bundle branch block and may reflect a junctional escape rhythm diffuse st and t abnormality consider ischaemia digoxin toxicity and the possibility that complete av bl ,1,['atrial_fibrillation']
 atrial fibrillation with slow ventricular response early r - s transition in chest leads probably due to incomplete right bundle branch block widespread non - specific st and t abnormality anterior ischaemia is a possible cause digoxin effects may be contribu ,1,['atrial_fibrillation']
 atrial fibrillation rate xxxx per minute diffuse st and t abnormality consistent with strain ischaemia is a possible cause ,1,['atrial_fibrillation']
 atrial fibrillation with slow ventricular response right bundle branch block left ventricular hypertrophy st segments are depressed in i ii iii avf v5 xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation with rapid ventricular response low limb lead voltage compared with tracing of xxxx rhythm was previously sinus there now st segment depression in inferolateral leads this may be due to m ,1,['atrial_fibrillation']
 a rapid regular supraventricular tachycardia is present appearances in inferior leads suggest that this is atrial flutter compared with tracings of xxxx and xxxx rhythm has changed st segment depression in inferolateral leads persists ,2,"['atrial_tachycardia', 'atrial_flutter']"
 atrial fibrillation low limb lead voltage st segments are depressed in i v4 xxxx t wave are low or flat in limb leads and v4 xxxx non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation low limb lead voltage non - specific st and t wave change ,1,['atrial_fibrillation']
 atrial fibrillation non - specific t wave flattening in v3 xxxx ,1,['atrial_fibrillation']
 sinus rhythm voltages in chest leads are at upper limit st segments are depressed and t wave inverted in i ii avl v4 xxxx with terminal inversion in avf v3 findings are likely to be due to ischaemic heart disease subendocardial infarct of ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response possible left ventricular hypertrophy q wave in ii iii avf t wave are low or flat in i v5 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['atrial_fibrillation']
 atrial fibrillation widespread non - specific st and t wave change findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed and t wave inverted in i ii iii avf v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 sinus tachycardia voltages in limb leads are at upper limit otherwise normal ecg ,1,['atrial_tachycardia']
 sinusrhythmus normales ecg xxxx min nach xxxx ml !!! isoptin pat steht unter sotalex mite 2x1 - xxxx udigimerk minor u chnidin duriles 2x1 ( wegen á blocker nur wenig isoptin gegeben!!! bei vorhoftachycardie hf xxxx mit darunter langer av - zet ,1,['atrial_tachycardia']
 atrial fibrillation st segments are depressed in i ii avl avf v4 xxxx t wave are low or flat in limb leads and v5 xxxx qs complex in v2 and tiny r wave in v3 consistent with ischaemic heart disease with old consistent with old anteroseptal myocard ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation - flutter left axis deviation left anterior fascicular block st segments are depressed in i v5 xxxx t wave are flat or slightly inverted in limb leads and v4 xxxx this may be due to lv strain or ,1,['atrial_fibrillation']
 pat uppgifter saknas! sinusrytm t - förändring såsom vid lateral myokard affektion ,1,['atrial_tachycardia']
 atrial fibrillation non - specific st and t wave change there is gross artifact in chest leads ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response voltages are high in chest leads suggesting lvh otherwise no definite pathology ,1,['atrial_fibrillation']
 atrial fibrillation voltages in chest leads are at upper limit st segments are depressed in i ii avl avf v4 xxxx t wave are low or flat in these leads this may be due to lv strain or ischaemia and digitalis effect ,2,"['atrial_tachycardia', 'atrial_fibrillation']"
 atrial fibrillation st segments are depressed in i ii avl v5 xxxx t wave are low in these leads this may be due to lv strain or ischaemia poor progression of r wave in anterior chest leads suggesting old anteroseptal myocardial infarct ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii avf v4 xxxx t wave are low or flat in limb leads and v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 sinus rhythm voltages in limb leads are at upper limit normal ecg ,6,['atrial_tachycardia']
 atrial fibrillation left axis deviation t wave are low or flat in i avl v2 - xxxx myocardial ischaemia is likely possible old inferior myocardial infarct ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii iii avf v3 - xxxx t wave are low in these leads findings are likely to be due to ischaemic heart disease and digitalis effect the age of the change is uncertain ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation left anterior fascicular block right bundle branch block bifascicular block ,2,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response non - specific t wave flattening in limb leads and v6 findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 sinus rhythm voltages in limb leads are at upper limit non - specific t wave flattening in i avl ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response voltages are high in chest leads suggesting lvh st segments are depressed in i ii avf v4 xxxx t wave are low or flat in limb leads and v4 xxxx findings are likely to be due to ischaemic heart dise ,1,['atrial_fibrillation']
 atrial fibrillation however rhythm is basically regular indicating that it derives from a supraventricular focus some complex show non - specific intraventricular block left axis deviation left anterior fascicular block t wave are flat in limb leads a ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation left anterior fascicular block st segments are depressed in i ii avl v4 xxxx t wave are inverted in i avl and flat in v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block st segments are depressed and t wave in i avl this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 sinus tachycardia voltages in chest leads are at upper limit st segments are depressed in i ii iii avf v3 - xxxx t wave are low or flat in limb leads and v4 xxxx this may be due to lv strain or ischaemia ,1,['atrial_tachycardia']
 atrial fibrillation rapid ventricular response xxxx bpm ,1,['atrial_fibrillation']
 premature atrial contraction ( s ) sinus tachycardia incomplete right bundle branch block minor non - specific st and t wave change compared with tracing of xxxx rhythm was previously atrial fibrillation ,1,['atrial_fibrillation']
 pacemaker spikes noted a paced rhythm is present together with sinus complex and atrial premature complex these normal complex show st segment depression and t wave inversion in inferolateral leads findings are likely to be due to ischaemic heart disea ,1,['premature_atrial_complex']
 atrial fibrillation voltages are high in chest leads suggesting lvh qs complex in v2 and tiny r wave in v3 st segments are elevated in v2 xxxx st segments are depressed in i avl v5 xxxx consistent with ischaemic heart disease with anteroseptal myocar ,1,['atrial_fibrillation']
 rapid regular supraventricular tachycardia without evident p wave non - specific st and t wave change ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response abnormal left axis deviation left bundle branch block ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii v5 xxxx t wave are inverted in v4 xxxx and flat in limb leads tiny r wave in v2 xxxx consistent with ischaemic heart disease with anteroseptal myocardial infarct probably old and digitalis effec ,1,['atrial_fibrillation']
 atrial fibrillation right bundle branch block non - specific st and t wave change which are probably due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed and t wave inverted in i ii avl v6 this may be due to lv strain or ischaemia poor progression of r wave in anterior chest leads old anteroseptal myocardial infarct cannot be excluded ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation low limb lead voltage left anterior fascicular block incomplete right bundle branch block ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response left axis deviation left anterior fascicular block st segments are depressed in i avl v5 xxxx t wave are low or flat in these leads this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation old anteroseptal and inferior infarcts st segments are depressed and t wave inverted in i avl this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in i ii avl avf v4 xxxx findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 atrial fibrillation widespread st segment depression and t wave flattening or inversion findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in i avl v4 xxxx t wave are flat or slightly inverted in these leads this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation otherwise normal ecg ,4,['atrial_fibrillation']
 atrial fibrillation with controlled ventricular response left axis deviation left anterior fascicular block non - specific intraventricular delay qs complex in v1 xxxx due to previous anteroseptal infarct or intraventricular conduction defect ,1,['atrial_fibrillation']
 sinus rhythm prolonged pr interval left axis deviation right bundle branch block borderline criteria for left anterior fascicular block patient is verging on trifascicular block and may be at increased risk of developing complete av block ,1,['atrial_tachycardia']
 atrial fibrillation non - specific intraventricular delay st segments are depressed in i ii v4 xxxx t wave are flat in limb leads and low in v4 xxxx findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response tiny r wave in v2 xxxx suggesting old anteroseptal infarct st segments are depressed in ii iii avf v3 - xxxx t wave are inverted in ii iii avf v5 xxxx findings are likely to be due to ischaemic heart ,1,['atrial_fibrillation']
 sinus rhythm prolonged pr interval voltages in chest leads are at upper limit qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct st segments are depressed in i ii avl v5 xxxx t wave are inverted in i ,1,['atrial_tachycardia']
 atrial fibrillation abnormal left axis deviation left anterior fascicular block right bundle branch block bifascicular block ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st and t wave change which are non - diagnostic ,2,['atrial_fibrillation']
 sinus rhythm st change in v2 - xxxx with appearance that would fit benign early repolarization at a younger age - probably normal but could represent ischaemia or localised pericarditis ,1,['atrial_tachycardia']
 atrial fibrillation st segments are depressed in i ii avl v2 - xxxx t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 atrial fibrillation voltages are high in chest leads suggesting lvh st segments are depressed in v4 xxxx t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block right bundle branch block this patient has trifascicular block and may be at increased risk of developing complete av block ,2,['atrial_tachycardia']
 atrial fibrillation premature ventricular contraction ( s ) st segments are depressed in i avl v4 xxxx t wave are low or flat in these leads non - specific but consistent with myocardial ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response non specific st t abnormality ,1,['atrial_fibrillation']
 atrial fibrillation non - specific st segment depression in i ii v3 - xxxx ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response left axis deviation incomplete left bundle branch block poor progression of r wave in anterior chest leads consistent with old anteroseptal myocardial infarct ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response otherwise normal ecg suggest urgent cardiological review ,1,['atrial_fibrillation']
 atrial fibrillation left axis deviation left anterior fascicular block borderline voltages of lvh st segment change this may be due to digitalis effect or early lv strain ,1,['atrial_fibrillation']
 sinus rhythm left axis deviation left anterior fascicular block non - specific st and t wave change compared with tracing of xxxx it is very similar except that atrial fibrillation has reverted to sinus rhythm ,1,['atrial_fibrillation']
 atrial fibrillation non - specific intraventricular block qs complex in v2 - xxxx consistent with old anterior myocardial infarct st segments are depressed in iii avf t wave are inverted in ii iii avf v6 consistent with inferior myocardial ischaem ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in ii iii avf v5 xxxx t wave are low in limb leads and v5 xxxx this may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response voltages are high in chest leads suggesting lvh st segments are depressed in i v4 xxxx t wave are low or flat in i ii v5 xxxx this may be due to lv strain or ischaemia and digitalis effect ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response right bundle branch block non - specific st and t wave change ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in i ii v6 t wave are inverted in i avl and flat in ii v5 xxxx this may be due to lv strain or ischaemia tiny r wave and st segment elevation in v2 xxxx suggesting anterosep ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response otherwise no definite pathology ,6,['atrial_fibrillation']
 sinus tachycardia voltages in limb leads are at upper limit st segments are depressed in i avl t wave are inverted in i avl and flat in v4 xxxx this may be due to lv strain or ischaemia ,1,['atrial_tachycardia']
 atrial fibrillation non specific t abnormality ,1,['atrial_fibrillation']
 sinus rhythm voltages in chest leads are at upper limit no definite pathology ,11,['atrial_tachycardia']
 premature ventricular contraction ( s ) atrial fibrillation left axis deviation left anterior fascicular block incomplete right bundle branch block non - specific t wave flattening in i and inversion in avl prolonged qt this may be due to a drug effe ,1,['atrial_fibrillation']
 atrial fibrillation qs complex in v2 - xxxx q wave in v6 t wave are inverted in i avl v2 - xxxx consistent with anterior and lateral myocardial infarct probably old ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii avf v2 - xxxx t wave are low flat or slightly inverted throughout findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 sinus rhythm voltages in limb leads are at upper limit st segments are depressed in i avl v5 t wave are low or flat in i v4 xxxx and inverted in avl this may be due to lv strain or ischaemia ,1,['atrial_tachycardia']
 sinus rhythm voltages in limb leads are at upper limit no definite pathology ,13,['atrial_tachycardia']
 atrial fibrillation borderline left axis deviation q wave in v2 xxxx consistent with old anterior myocardial infarct possible old inferior myocardial infarct st segments are depressed in i avl v6 t wave are flat in i and inverted in avl v ,1,['atrial_fibrillation']
 atrial fibrillation premature ventricular contraction ( s ) qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal infarct non - specific st and t wave change in i ii v6 ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response probable old anteroseptal and inferior myocardial infarcts ,1,['atrial_fibrillation']
 atrial fibrillation q wave in ii iii avf consistent with old inferior myocardial infarct st segments are depressed in i v2 - xxxx t wave are low or flat in limb leads and v4 xxxx findings are likely to be due to ischaemic heart disease and digit ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response st segments are depressed in ii iii avf v5 xxxx non - specific but consistent with myocardial ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response low limb lead voltage incomplete right bundle branch block non - specific st and t wave change ,1,['atrial_fibrillation']
 atrial fibrillation low limb lead voltage right bundle branch block ,1,['atrial_fibrillation']
 atrial fibrillation with slow ventricular response q wave st segment elevation in ii iii avf terminal t wave inversion in iii avf st segments are depressed in i avl v2 xxxx this is probably reciprocal consistent with inferior myocardial infarc ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation left axis deviation right bundle branch block probable old inferior infarct ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response premature ventricular contraction ( s ) low limb lead voltage left bundle branch block this is most commonly due to ischaemic heart disease ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i ii avl avf v2 - xxxx t wave are low or flat throughout findings are likely to be due to ischaemic heart disease and digitalis effect suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response low limb lead voltage non - specific intraventricular delay old anterior and inferolateral infarcts ,1,['atrial_fibrillation']
 atrial fibrillation with slow ventricular response st segments are depressed in i ii avl v4 xxxx t wave are inverted in these leads and show terminal inversion in v2 xxxx findings are likely to be due to ischaemic heart disease subendocardial in ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation low limb lead voltage t wave are flat or slightly inverted in ii iii avf v4 xxxx findings are likely to be due to ischaemic heart disease ,1,['atrial_fibrillation']
 premature ventricular contraction ( s ) atrial fibrillation with rapid ventricular response non - specific st and t wave change ,1,['atrial_fibrillation']
 atrial fibrillation st segments are depressed in i avl t wave are low in i and inverted in avl non - specific but consistent with myocardial ischaemia ,1,['atrial_fibrillation']
 sinus bradycardia the bradycardia may be physiological voltages in chest leads are at upper limit ,1,['atrial_tachycardia']
 rapid regular supraventricular tachycardia no p wave found widespread non - specific st and t wave change ,1,['atrial_tachycardia']
 atrial fibrillation with rapid ventricular response r - s transition zone in v leads displaced to the right ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response compared with tracing of xxxx rate is a little slower st segments are slightly depressed in i avl v4 xxxx ,1,['atrial_fibrillation']
 sinus rhythm premature atrial contraction ( s ) xxxx in succession are recorded this could be regarded as a brief run of paroxysmal supraventricular tachycardia otherwise normal ecg ,1,['atrial_tachycardia']
 rhythm is atrial flutter with xxxx av block and rapid ventricular response non - specific st and t wave change ,2,['atrial_flutter']
 normal demand ventricular pacing underlying atrial rhythm is atrial fibrillation several wide complex non paced complex seen with left bundle branch block configuration these are probably multiform ventricular salvos of two but cannot exclude conduction ,1,['atrial_fibrillation']
 atrial fibrillation with moderately rapid ventricular response right bundle branch block clockwise rotation st change in part due to rbbb however change in lead avl and lateral chest leads suggest left ventricular strain ,1,['atrial_fibrillation']
 atrial fibrillation with moderately controlled ventricular response of xxxx per minute early digoxin effect no ecg evidence of ischaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response rightward axis right bundle branch block ,1,['atrial_fibrillation']
 atrial fibrillation t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypokalaemia ,1,['atrial_fibrillation']
 atrial fibrillation with rapid ventricular response low limb lead voltage q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['atrial_fibrillation']
 atrial fibrillation low limb lead voltage non - specific intraventricular block probable left ventricular hypertrophy st segments are depressed and t wave inverted in i ii avl v5 xxxx this may be due to lv strain or ischaemia ,1,['atrial_fibrillation']
 a rapid regular supraventricular tachycardia is present non - specific st and t wave change ,1,['atrial_tachycardia']
 sinus rhythm compared with tracing of xxxx rhythm was previously atrial fibrillation the previously inverted t wave now upright and apart from general t wave flattening the present tracing does not show any definite pathology edit ndt ( ndt ) ,1,['atrial_fibrillation']
 rapid regular supraventricular tachycardia this is probably atrial flutter with xxxx av block non - specific st and t wave change ,2,"['atrial_tachycardia', 'atrial_flutter']"
 sinus rhythm voltages in limb leads are at upper limit normal ecg edit norm xxxx ( norm xxxx ) ,1,['atrial_tachycardia']
 sinus rhythm voltages in limb leads are at upper limit left axis deviation left anterior fascicular block incomplete right bundle branch block ,1,['atrial_tachycardia']
