statement,occurences,proposed label
 sinus rhythm deep but narrow q wave in ii iii avf v4 xxxx may indicate septal hypertrophy rather than old infarct otherwise normal ecg edit lvh xxxx septal hypertrophy sokolow xxxx ( norm xxxx sehyp xxxx ) ,1,['generic_infarct']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct non - specific t wave flattening in limb leads and v5 xxxx ,1,['anteroseptal_infarct']
 sinus rhythm rightward axis probable left posterior fascicular block qs complex in v2 xxxx consistent with old anterior myocardial infarct q wave in i avl suggesting old lateral infarct ,2,"['anterior_infarct', 'lateral_infarct']"
 sinus tachycardia left atrial enlargement left axis deviation qs complex in v2 xxxx consistent with anteroseptal myocardial infarct of uncertain age probably old st segments are depressed and t wave inverted in i avl v5 xxxx this may be due to ,1,['anteroseptal_infarct']
 atrial fibrillation left axis deviation low limb lead voltage q wave in ii iii avf consistent with old inferior myocardial infarct qs complex in v2 - xxxx consistent with anterior myocardial infarct probably old ,2,"['anterior_infarct', 'inferior_infarct']"
 sinus rhythm incomplete right bundle branch block q wave in ii iii avf old inferior myocardial infarct cannot be excluded ,1,['inferior_infarct']
 sinus rhythm qs complex in v2 suggesting old anteroseptal infarct st segments are depressed in v5 xxxx t wave are flat or slightly inverted in limb leads and v5 xxxx findings are likely to be due to ischaemic heart disease ,1,['anteroseptal_infarct']
 probable atrial flutter with variable a v block low limb lead voltage qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 sinus rhythm q wave in ii iii avf consistent with old inferior myocardial infarct t wave are low or flat in i v4 xxxx and inverted in avl findings are likely to be due to ischaemic heart disease ,1,['inferior_infarct']
 sinus rhythm prolonged pr interval possible left atrial enlargement voltages are high in chest leads suggesting lvh st segments are depressed in v5 xxxx this may be due to lv strain or ischaemia old anteroseptal myocardial infarct cannot be exclude ,1,['anteroseptal_infarct']
 sinus rhythm q wave in v2 suggesting old anteroseptal infarct minor non - specific t wave flattening in i avl ,1,['anteroseptal_infarct']
 sinus rhythm q wave in v2 suggesting old anteroseptal infarct ,1,['anteroseptal_infarct']
 premature ventricular contraction ( s ) sinus rhythm left axis deviation tiny r wave in v2 xxxx suggesting old anteroseptal infarct possible old inferior myocardial infarct non - specific st and t wave change in lateral leads ,2,"['inferior_infarct', 'anteroseptal_infarct']"
 sinus rhythm prolonged pr interval qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct t wave flattening in i avl v4 xxxx st segments are slightly depressed in i avl non - specific but consistent with m ,1,['anteroseptal_infarct']
 sinus rhythm q wave in ii iii avf consistent with old inferior myocardial infarct st segments are depressed in i ii avl v6 t wave are low or flat throughout findings are likely to be due to ischaemic heart disease suggest exclude hypo ,1,['inferior_infarct']
 sinus rhythm prolonged pr interval possible old inferior infarct ,1,['inferior_infarct']
 sinus rhythm prolonged pr interval q wave in ii iii avf st segments are depressed in i ii avf v4 xxxx t wave are low or flat in i avl consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm incomplete right bundle branch block q wave and t wave inversion in ii iii avf st segments are depressed in i avl v4 xxxx t wave are low or flat in v5 xxxx consistent with ischaemic heart disease with inferior myocardial infarct pr ,1,['inferior_infarct']
 sinus rhythm t wave are inverted in v2 - xxxx and low or flat in i avl v6 findings are likely to be due to ischaemic heart disease anterior subendocardial infarct of uncertain age cannot be excluded ,1,['anterior_infarct']
 premature atrial contraction ( s ) sinus rhythm left anterior fascicular block non - specific intraventricular block q wave in i avl v4 xxxx consistent with old lateral myocardial infarct ,1,['lateral_infarct']
 sinus rhythm q wave in ii iii avf st segments are elevated in ii iii avf v5 xxxx t wave are inverted in these leads consistent with inferolateral myocardial infarct which appears recent ,1,['inferolateral_infarct']
 sinus rhythm q wave in ii iii avf are probably normal old inferior infarct cannot be entirely excluded otherwise normal ecg ,3,['inferior_infarct']
 sinus rhythm prolonged pr interval left axis deviation left ventricular hypertrophy tiny r wave in v2 xxxx suggesting old anterior infarct ,1,['anterior_infarct']
 sinus rhythm t wave are inverted in v2 xxxx st segments are slightly elevated in these leads this may be due to myocardial ischaemia or anterior subendocardial infarct of uncertain age edit injas ( injas xxxx ) ,1,['anterior_infarct']
 premature ventricular contraction ( s ) sinus rhythm st segments are depressed in ii iii avf v4 xxxx t wave are deeply inverted in i avl v4 xxxx this may be due to myocardial ischaemia or lateral subendocardial infarct of uncertain age ,1,['lateral_infarct']
 premature ventricular contraction ( s ) sinus rhythm non - specific intraventricular delay q wave in ii iii avf consistent with old inferior myocardial infarct st segments are depressed in i avl v5 xxxx t wave are inverted in i avl and low in v4 ,1,['inferior_infarct']
 atrial fibrillation low limb lead voltage qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct st segments are depressed in ii iii avf v5 xxxx t wave are low or slightly inverted throughout findings are likely to be due to ,1,['anteroseptal_infarct']
 sinus tachycardia left axis deviation left anterior fascicular block non - specific intraventricular block poor progression of r wave in anterior chest leads this may be due to marked clockwise rotation but old anterior myocardial infarct cannot be ,1,['anterior_infarct']
 sinus tachycardia low limb lead voltage poor progression of r wave in anterior chest leads suggesting old anteroseptal infarct ,1,['anteroseptal_infarct']
 sinus rhythm rightward axis low limb lead voltage st segments are elevated in ii iii avf v4 xxxx consistent with inferolateral myocardial infarct which appears recent ,1,['inferolateral_infarct']
 sinus arrhythmia incomplete right bundle branch block old anterolateral and inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm abnormal left axis deviation left anterior fascicular block right bundle branch block bifascicular block possible old inferior infarct ,1,['inferior_infarct']
 sinus rhythm qs complex in v2 and q wave in v3 suggesting old anteroseptal infarct non - specific t wave flattening in limb leads and v5 xxxx ,1,['anteroseptal_infarct']
 sinus rhythm st segments are depressed in v5 xxxx t wave are inverted in ii iii avf v3 - xxxx t wave are flat in i avl findings are likely to be due to ischaemic heart disease inferolateral subendocardial infarct of uncertain age is a possibility ,1,['inferolateral_infarct']
 premature atrial contraction ( s ) sinus tachycardia q wave in ii iii avf consistent with old inferior myocardial infarct st segments are depressed in i ii avl v4 xxxx t wave are low in these leads this may be due to lv strain or ischaemia ,1,['inferior_infarct']
 sinus rhythm left axis deviation left anterior fascicular block q wave in v2 old anteroseptal infarct cannot be excluded ,2,['anteroseptal_infarct']
 sinus rhythm t wave are inverted in ii iii avf v4 xxxx this may be due to inferolateral myocardial ischaemia or subendocardial infarct of uncertain age ,1,['generic_infarct']
 regular rhythm no p wave found rhythm is probably junctional non - specific intraventricular delay left ventricular hypertrophy qs complex in v2 and tiny r wave in v3 suggesting anteroseptal myocardial infarct of uncertain age st segments are d ,1,['anteroseptal_infarct']
 sinus rhythm non - specific intraventricular delay left ventricular hypertrophy q wave in in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct st segments are depressed in i ii avl avf v5 xxxx t wave are flat or sli ,1,['anteroseptal_infarct']
 sinus rhythm q wave in ii iii avf t wave are low or flat in v4 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['inferior_infarct']
 premature ventricular contraction ( s ) sinus rhythm non - specific intraventricular delay q wave in ii iii avf t wave are inverted in ii iii avf v5 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm st segments are markedly elevated in ii iii avf v1 - xxxx recent inferior and anterior myocardial infarct is likely ,1,['anterior_infarct']
 sinus tachycardia anteroseptal infarct which is probably old ,1,['anteroseptal_infarct']
 sinus rhythm prolonged pr interval left axis deviation probable infero - posterior infarct of undetermined age ,1,['inferoposterior_infarct']
 sinus rhythm possable old inferior infarct ,1,['inferior_infarct']
 sinus rhythm possible old inferior infarct ,4,['inferior_infarct']
 sinus rhythm prolonged pr interval right bundle branch block probable old inferior infarct antero - lateral st and t wave change suggest possible ischaemia ,1,['inferior_infarct']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 suggesting old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 premature ventricular contraction ( s ) sinus rhythm right axis deviation low limb lead voltage possible left posterior fascicular block right bundle branch block non - specific t wave inversion in ii iii avf possible old inferior myocardial infarctio ,1,['inferior_infarct']
 premature ventricular contraction ( s ) sinus rhythm prolonged pr interval possible left atrial enlargement left axis deviation non - specific intraventricular block old anteroseptal infarct non - specific st and t wave change ,1,['anteroseptal_infarct']
 sinus rhythm voltages in chest leads are at upper limit st segments are depressed and t wave inverted in i ii avl v4 xxxx with terminal inversion in avf v3 findings are likely to be due to ischaemic heart disease subendocardial infarct of ,1,['generic_infarct']
 sinus arrhythmia incomplete right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['inferior_infarct']
 atrial fibrillation with rapid ventricular response possible left ventricular hypertrophy q wave in ii iii avf t wave are low or flat in i v5 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm t wave are inverted in i avl v5 xxxx and low or flat in ii v4 findings may be due to myocardial ischaemia or subendocardial infarct of uncertain age lv strain may contribute ,1,['generic_infarct']
 sinus bradycardia compared with tracing of xxxx t wave now inverted in ii iii avf and inversion is more marked in v2 - xxxx the changing pattern is consistent with a recent ischaemia episode with or without actual infarct ,1,['generic_infarct']
 sinus rhythm q wave in ii iii avf st segments are depressed in ii iii avf v4 xxxx t wave are flat in ii v4 and inverted in iii avf v5 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block possible old inferior infarct ,1,['inferior_infarct']
 sinus rhythm left axis deviation qs complex in v2 xxxx q wave in i avl v4 xxxx st segments are elevated in v2 xxxx t wave are inverted in i avl v2 - xxxx consistent with anterior and lateral myocardial infarct of uncertain age recent damage canno ,1,['lateral_infarct']
 sinus rhythm low limb lead voltage poor progression of r wave in anterior chest leads t wave are inverted in v2 xxxx this suggests old anteroseptal myocardial infarct t wave are low or flat in limb leads and v5 xxxx findings are likely to be due t ,1,['anteroseptal_infarct']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus rhythm qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct st segments are slightly depressed in v4 xxxx t wave are low in i and slight ,1,['anteroseptal_infarct']
 sinus rhythm possible left atrial enlargement voltages are high in limb leads suggesting lvh minor non - specific t wave flattening in v5 xxxx q wave in v2 an old anteroseptal infarct cannot be excluded ,1,['anteroseptal_infarct']
 sinus rhythm prolonged pr interval tiny r wave in v2 xxxx suggesting old anteroseptal infarct ,1,['anteroseptal_infarct']
 sinus rhythm qs complex in v2 and tiny r wave in v3 this may be normal but old anteroseptal myocardial infarct cannot be entirely excluded otherwise normal ecg ,1,['anteroseptal_infarct']
 sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct st segments are depressed in i ii avl v5 xxxx ,1,['anteroseptal_infarct']
 sinus rhythm low limb lead voltage qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 sinus rhythm compared with tracings of xxxx and xxxx it closely resembles the former old anterior myocardial infarct ,1,['anterior_infarct']
 sinus rhythm low limb lead voltage q wave in ii iii avf consistent with old inferior myocardial infarct st segments are depressed in i ii v3 - xxxx non - specific but consistent with myocardial ischaemia ,1,['inferior_infarct']
 sinus rhythm r - s transition zone in v leads displaced to the right q wave in ii iii avf consistent with old inferior myocardial infarct ,2,['inferior_infarct']
 sinus rhythm non - specific intraventricular delay q wave in ii iii avf consistent with old inferior myocardial infarct ,2,['inferior_infarct']
 sinus rhythm prolonged pr interval voltages are high in limb leads suggesting lvh non - specific intraventricular delay probable old inferior myocardial infarct st segments are depressed in i avl v6 t wave are low or flat in i ii avl v5 xxxx th edit imi xxxx almi xxxx lvh xxxx isc xxxx ( imi xxxx lvh xxxx isc_ ) ,1,['inferior_infarct']
 sinus rhythm possible old inferior myocardial infarct st segments are depressed in i ii avl v4 xxxx t wave are inverted in i avl and flat in ii v2 - xxxx findings are likely to be due to ischaemic heart disease the unusual progression of r wave ,1,['inferior_infarct']
 sinus tachycardia possible old inferior infarct minor non - specific st segment depression in i v3 - xxxx ,1,['inferior_infarct']
 sinus rhythm possible left atrial enlargement left axis deviation right bundle branch block q wave in i ii iii avf v4 xxxx t wave are low or flat throughout consistent with old inferior and lateral myocardial infarct suggest exclude hypoka ,1,['lateral_infarct']
 sinus rhythm probable old inferior infarct ,2,['inferior_infarct']
 atrial fibrillation st segments are depressed in i ii avl v5 xxxx t wave are low in these leads this may be due to lv strain or ischaemia poor progression of r wave in anterior chest leads suggesting old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 sinus rhythm prolonged pr interval probable old inferior infarct ,1,['inferior_infarct']
 sinus rhythm non - specific intraventricular block probable old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm probable old anteroseptal infarct st and t abnormality consider anterolateral ischemia or left ventricular strain inferolateral ischemia or left ventricular strain ,1,['anteroseptal_infarct']
 sinus rhythm right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,8,['inferior_infarct']
 atrial fibrillation left axis deviation t wave are low or flat in i avl v2 - xxxx myocardial ischaemia is likely possible old inferior myocardial infarct ,1,['inferior_infarct']
 premature ventricular contraction ( s ) sinus rhythm non - specific intraventricular delay q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['inferior_infarct']
 sinus tachycardia rightward axis right bundle branch block there are deep but rather narrow q wave in ii iii avf old inferior myocardial infarct is likely but appearances could be due to septal hypertrophy ,1,['inferior_infarct']
 sinus rhythm left axis deviation probable old anteroseptal infarct ,1,['anteroseptal_infarct']
 sinus rhythm non - specific intraventricular delay q wave in ii iii avf suggesting old inferior infarct ,1,['inferior_infarct']
 sinusrhythmus steiltyp rechte vorhofsüberbelastung pathologisches ecg edit rao true posterior infarct possible ( pmi xxxx rao ) ,1,['posterior_infarct']
 sinus rhythm incomplete right bundle branch block q wave in ii iii avf and in v3 - xxxx consistent with old anterolateral and inferior myocardial infarcts ,1,['inferior_infarct']
 sinus bradycardia left axis deviation non - specific intraventricular block probable old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 sinus rhythm t wave are flat in limb leads and inverted in v2 - xxxx findings are likely to be due to ischaemic heart disease they may represent subendocardial infarct of uncertain age it is difficult to determine whether any change are recent edit injas injal sokolow xxxx ( injas injal ) ,1,['generic_infarct']
 sinus rhythm possible old inferior infarct otherwise normal ecg ,3,['inferior_infarct']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block q wave in v2 xxxx old anteroseptal infarct cannot be entirely excluded ,1,['anteroseptal_infarct']
 sinus rhythm q wave in ii iii avf v4 xxxx t wave are inverted in v3 - xxxx consistent with inferior and anterolateral myocardial infarct compared with tracing of xxxx t wave inversion in chest leads is new and is probably due to a recent ischa ,1,['anterolateral_infarct']
 sinus rhythm qs complex in v3 q wave in v4 xxxx consistent with anterior myocardial infarct probably old ,1,['anterior_infarct']
 sinus rhythm q wave in ii iii avf suggesting old inferior infarct non - specific t wave flattening in v6 ,1,['inferior_infarct']
 sinus rhythm left axis deviation left anterior fascicular block probable old inferior infarct qs in lead v2 possible causes include previous infarct and v1 - v2 lead interchange ,1,['inferior_infarct']
 sinus rhythm q wave present in leads xxxx and avf not meeting criteria but consistent with old inferior infarct could be a normal variant ,1,['inferior_infarct']
 sinus tachycardia qs complex in v2 and tiny r wave in v3 xxxx consistent with old anterior myocardial infarct st segments are depressed and t wave inverted in i avl this may be due to lv strain or ischaemia ,1,['anterior_infarct']
 sinus rhythm qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct ,5,['anteroseptal_infarct']
 sinus rhythm left axis deviation left anterior fascicular block non - specific intraventricular block voltages are high in limb leads suggesting lvh qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 premature atrial contraction ( s ) sinus rhythm right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['inferior_infarct']
 premature ventricular contraction ( s ) sinus rhythm non - specific intraventricular delay q wave and t wave inversion in ii iii avf consistent with old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm prolonged pr interval left axis deviation st segments are depressed and t wave inverted in i avl v6 this may be due to lv strain or ischaemia possible old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 sinus rhythm prolonged p - r interval old q wave anteroseptal infarct ,1,['anteroseptal_infarct']
 atrial fibrillation st segments are depressed in i ii v5 xxxx t wave are inverted in v4 xxxx and flat in limb leads tiny r wave in v2 xxxx consistent with ischaemic heart disease with anteroseptal myocardial infarct probably old and digitalis effec ,1,['anteroseptal_infarct']
 sinus rhythm compared with tracing of xxxx it is very similar old inferior myocardial infarct and non - specific t wave inversion in v3 - xxxx ,1,['inferior_infarct']
 sinus rhythm prolonged pr interval st segments are depressed in i ii avl v5 xxxx t wave are low or flat in these leads findings are likely to be due to ischaemic heart disease and digitalis effect possible old inferior myocardial infarct ,1,['inferior_infarct']
 premature atrial contraction ( s ) sinus bradycardia q wave in ii iii avf consistent with old inferior myocardial infarct the cause of the bradycardia is not evident ,1,['inferior_infarct']
 sinus rhythm premature ventricular contraction ( s ) q wave in ii iii avf old inferior infarct cannot be excluded ,1,['inferior_infarct']
 sinus rhythm q wave in ii iii avf v4 xxxx consistent with infero - lateral myocardial infarct of uncertain age ,1,['inferolateral_infarct']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus tachycardia qs complex in v2 suggesting old anteroseptal infarct st segments are depressed in i ii avl v4 xxxx t wave are inverted in i avl this may be due to lv strain ,1,['anteroseptal_infarct']
 sinus rhythm left atrial enlargement qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct st segments are depressed in v5 xxxx this may be due to lv strain or ischaemia ,1,['anteroseptal_infarct']
 atrial fibrillation st segments are depressed and t wave inverted in i ii avl v6 this may be due to lv strain or ischaemia poor progression of r wave in anterior chest leads old anteroseptal myocardial infarct cannot be excluded ,1,['anteroseptal_infarct']
 sinus rhythm borderline left axis deviation voltages are high in limb leads suggesting lvh q wave in v2 old anteroseptal infarct cannot be excluded ,1,['anteroseptal_infarct']
 sinus rhythm prolonged pr interval incomplete left bundle branch block probable old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 probable sinus rhythm with prolonged pr interval but p wave are very inconspicuous and junctional rhythm is not excluded left bundle branch block this is most commonly due to ischaemic heart disease in the presence of lbbb ischaemia or infarct ,1,['generic_infarct']
 atrial fibrillation left axis deviation old anteroseptal and inferior infarcts st segments are depressed and t wave inverted in i avl this may be due to lv strain or ischaemia ,1,['inferior_infarct']
 sinus rhythm voltages are high in chest leads suggesting lvh qs complex in v2 and small r wave in v3 old anteroseptal infarct cannot be excluded ,1,['anteroseptal_infarct']
 sinus rhythm compared with tracing of xxxx old inferior infarct t wave now inverted in v2 but are flattened in v3 - xxxx myocardial ischaemia is likely ,1,['inferior_infarct']
 sinus rhythm qs complex in v2 old anteroseptal infarct cannot be excluded non - specific t wave flattening in i and inversion in avl ,1,['anteroseptal_infarct']
 sinus rhythm voltages are high in limb leads suggesting lvh tiny r wave in v2 and qs complex in v3 suggesting old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 atrial fibrillation with controlled ventricular response left axis deviation left anterior fascicular block non - specific intraventricular delay qs complex in v1 xxxx due to previous anteroseptal infarct or intraventricular conduction defect ,1,['anteroseptal_infarct']
 atrial fibrillation with rapid ventricular response tiny r wave in v2 xxxx suggesting old anteroseptal infarct st segments are depressed in ii iii avf v3 - xxxx t wave are inverted in ii iii avf v5 xxxx findings are likely to be due to ischaemic heart ,1,['anteroseptal_infarct']
 premature ventricular contraction ( s ) sinus rhythm prolonged pr interval right axis deviation low limb lead voltage qs complex in v2 xxxx consistent with anteroseptal infarct probably old ,1,['anteroseptal_infarct']
 sinus rhythm prolonged pr interval voltages in chest leads are at upper limit qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct st segments are depressed in i ii avl v5 xxxx t wave are inverted in i ,1,['anteroseptal_infarct']
 sinus rhythm st segments are depressed in i avl v4 xxxx t wave are inverted in i avl v4 xxxx findings are likely to be due to ischaemic heart disease they may represent lateral subendocardial infarct of uncertain age edit injal sokolow xxxx ( injal ) ,1,['lateral_infarct']
 sinus rhythm prolonged pr interval low limb lead voltage q wave in ii iii avf st segments are depressed in i ii v4 xxxx t wave are low or flat in v5 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm pr interval prolonged old inferior infarct ,1,['inferior_infarct']
 sinus rhythm prolonged pr interval q wave in ii iii avf consistent with old inferior myocardial infarct compared with tracing of xxxx it is not significantly changed ,1,['inferior_infarct']
 sinus rhythm premature ventricular contractions bigeminy qs complex in v2 suggesting old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 premature atrial contraction ( s ) sinus rhythm left axis deviation low limb lead voltage qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct ,1,['anteroseptal_infarct']
 sinus rhythm prolonged pr interval qs complex in v2 consistent with old anteroseptal myocardial infarct st segments are depressed in v3 - xxxx t wave are low or flat in limb leads and v4 xxxx findings are likely to be due to ischaemic heart disea ,1,['anteroseptal_infarct']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus rhythm q wave in ii iii avf suggesting old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm left axis deviation left anterior fascicular block left ventricular hypertrophy st segments are depressed in i v5 xxxx q wave in v2 suggesting anteroseptal myocardial infarct of uncertain age in view of st segment elevation in v2 xxxx r ,1,['anteroseptal_infarct']
 sinus rhythm qs complex in v2 t wave are inverted in v2 xxxx and flat in i avl v5 xxxx consistent with ischaemic heart disease with antero - septal myocardial infarct probably old ,1,['anteroseptal_infarct']
 sinus rhythm prolonged pr interval q wave in ii iii avf st segments are depressed in i avl v4 xxxx t wave are low or flat in limb leads and v4 xxxx consistent with ischaemic heart disease with old inferior myocardial infarct ,1,['inferior_infarct']
 sinus rhythm incomplete right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,3,['inferior_infarct']
