statement,occurences,proposed label
 sinus rhythm normal ecg edit norm xxxx muskelzittern xxxx - linienwanderung ,1,['normal_ecg']
 sinus rhythm normal ecg compared with tracing of earlier today it is not significantly changed except that atrial premature complex are not recorded on this occasion ,1,['normal_ecg']
 sinus rhythm high v lead voltages are probably normal for age normal ecg ,2,['normal_ecg']
 sinus rhythm minor lateral t wave flattening normal ecg ,1,['normal_ecg']
 sinus rhythm first degree av block pr interval xxxx seconds apart from first degree block normal ecg ,1,['normal_ecg']
 sinus bradycardia no change since xxxx normal ecg edit norm xxxx ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx knotungiii ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg acute pericarditis would be unlikely in the absence of tachycardia ,1,['normal_ecg']
 sinus rhythm normal ecg compared with tracing of xxxx the pr interval now normal and definite delta wave are not seen w - p - w conduction can be intermittent ,1,['normal_ecg']
 sinus arrhythmia normal ecg edit norm ,2,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx qsiii ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm ( norm xxxx ivcb ) ,1,['normal_ecg']
 sinus rhythm normal ecg on standing the heart rate rose to xxxx - min but the tracing was unchanged ,1,['normal_ecg']
 sinus rhythm normal ecg in particular qt interval is normal ,2,['normal_ecg']
 sinus rhythm normal ecg edit norm mini qiii tneg iii ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg q wave in inferior leads are certainly normal ,1,['normal_ecg']
 sinus rhythm normal ecg leads v5 xxxx show gross artifact ,1,['normal_ecg']
 sinus rhythm pr interval upper limits normal normal ecg ,1,['normal_ecg']
 sinus rhythm ventricular premature complex apart from ventricular premature complex normal ecg ,2,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx r fehlt in v1 winzig in v2 ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx irbbb ( normal xxxx irbbb ) ,1,['normal_ecg']
 sinus rhythm normal ecg compared with tracing of xxxx it is not significantly changed different appearances in v3 are probably positional edit norm xxxx ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx rsiii tnegiii ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx allgemein niedrige t - wellen ( ndt ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit ndt ( ndt ) ,1,['normal_ecg']
 sinus rhythm r - s transition zone in v leads displaced to the right normal ecg ,2,['normal_ecg']
 sinus rhythm normal ecg there is no definite ecg evidence to suggest right heart strain ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx schlechte r - progression v1 - xxxx ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg there is no definite ecg evidence to suggest pulmonary embolism ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx rsriii qavf ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm pr interval is at upper limits of normal normal ecg ,1,['normal_ecg']
 sinus rhythm borderline precordial voltages of left ventricular hypertrophy normal ecg ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm in manchen schlägen qsiii ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx ( r ) siii ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm rsiii ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg there is no definite ecg evidence to suggest either ischaemia or pulmonary embolism ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx ( m xxxx ) rsiii tnegiii ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg there is no definite ecg evidence to suggest pericarditis acute pericarditis would be unlikely in the absence of tachycardia ,2,['normal_ecg']
 sinus rhythm compared with tracing of xxxx it is not significantly changed normal ecg ,1,['normal_ecg']
 sinus bradycardia normal ecg ,2,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx schlechte qualität v5 - xxxx ,1,['normal_ecg']
 sinus arrhythmia premature atrial contractions cannot be excluded on short strips normal ecg ,1,['normal_ecg']
 sinus rhythm limb lead voltage normal ecg ,1,['normal_ecg']
 sinusrhythmus st - hebung und st - senkung lagetyp normal ecg wahrscheinlich normal ,1,['normal_ecg']
 sinus rhythm minor t wave flattening in avl normal ecg ,1,['normal_ecg']
 sinus rhythm normal ecg there is no ecg evidence of a pre - excitation syndrome ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx starkes muskelzittern schwache r - progression v1 - xxxx ,1,['normal_ecg']
 sinus rhythm with sinus arrhythmia normal ecg ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx v6 schwerer baslinedrift ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx ( lafb ) ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx ( m xxxx ) sokolow xxxx ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx ( imi xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx norm xxxx knotungiii ( norm xxxx ivcb ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm lafb ( norm xxxx lafb xxxx ) ,1,['normal_ecg']
 sinus arrhythmia rightward axis normal ecg ,1,['normal_ecg']
 sinus rhythm normal ecg lead v5 shows gross artifact ,1,['normal_ecg']
 sinus rhythm normal ecg lead v1 shows artifact ,1,['normal_ecg']
 sinus tachycardia apart from rate normal ecg ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx sokolow xxxx qi avl ( norm xxxx ) ,1,['normal_ecg']
 premature ventricular contraction ( s ) sinus rhythm normal ecg ,1,['normal_ecg']
 sinus rhythm normal ecg without evidence of pericarditis ,1,['normal_ecg']
 sinus rhythm normal ecg compared with tracing of xxxx it is unchanged ,1,['normal_ecg']
 sinusbradykardie lagetyp normal ecg normal ,1,['normal_ecg']
 sinus rhythm pr interval is at upper limit of normal normal ecg edit norm xxxx rsriii sokolow xxxx ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx drift v1 v3 ,1,['normal_ecg']
 sinus rhythm normal ecg no definite voltage evidence of lvh ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx rsriii avf ( norm xxxx ) ,1,['normal_ecg']
 sinus rhythm normal ecg there are no specific ecg features to suggest pulmonary embolism ,1,['normal_ecg']
 sinus rhythm q wave in ii iii avf are probably normal normal ecg ,1,['normal_ecg']
 sinus rhythm incomplete right bundle branch block normal ecg ,1,['normal_ecg']
 sinus rhythm borderline first degree av block pr interval of xxxx seconds normal ecg ,1,['normal_ecg']
 sinus tachycardia left anterior fascicular block apart from rate normal ecg ,1,['normal_ecg']
 sinus rhythm normal ecg edit norm xxxx ( langsameres stück ) ( norm xxxx ) ,1,['normal_ecg']
