statement,occurences,proposed label
 sinus rhythm borderline left axis deviation voltages are high in limb leads suggesting lvh non - specific st depression in v5 xxxx ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block non - specific intraventricular block voltages are high in limb leads suggesting lvh st segments are depressed in i avl t wave are inverted in v4 xxxx this may be due to lv strain or is ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct st segments are depressed in i ii avl v5 xxxx ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) sinus rhythm left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) atrial fibrillation - flutter left axis deviation left anterior fascicular block st segments are depressed in i v5 xxxx t wave are flat or slightly inverted in limb leads and v4 xxxx this may be due to lv strain or ,1,['left_axis_deviation']
 sinus tachycardia left axis deviation left anterior fascicular block non - specific st and t wave change there is much skeletal muscle artifact ,1,['left_axis_deviation']
 sinus tachycardia left axis deviation left ventricular hypertrophy non - specific st and t wave change ,1,['left_axis_deviation']
 sinus rhythm possible left atrial enlargement left axis deviation right bundle branch block q wave in i ii iii avf v4 xxxx t wave are low or flat throughout consistent with old inferior and lateral myocardial infarct suggest exclude hypoka ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block edit lafb ( lafb ) ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block right bundle branch block bifascicular block pr interval is normal voltages are high in limb leads suggesting lvh ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block non - specific t wave flattening in ii v5 xxxx ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) sinus rhythm left atrial enlargement left axis deviation right bundle branch block non - specific st and t wave change in anterior chest leads ,1,['left_axis_deviation']
 sinus rhythm left axis deviation voltages are high in limb leads suggesting lvh st segments are depressed in i avl v5 xxxx this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block otherwise no definite pathology ,2,['left_axis_deviation']
 sinus rhythm leftward axis r - s transition zone in v leads displaced to the right prolonged qt this may be due to a drug effect or an electrolyte disturbance anterolateral st and t wave change which are non diagnostic ,1,['left_axis_deviation']
 atrial fibrillation left axis deviation t wave are low or flat in i avl v2 - xxxx myocardial ischaemia is likely possible old inferior myocardial infarct ,1,['left_axis_deviation']
 sinus tachycardia rightward axis right bundle branch block there are deep but rather narrow q wave in ii iii avf old inferior myocardial infarct is likely but appearances could be due to septal hypertrophy ,1,['right_axis_deviation']
 sinus rhythm left axis deviation probable old anteroseptal infarct ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh ,6,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block low limb lead voltage ,1,['left_axis_deviation']
 atrial fibrillation left axis deviation left anterior fascicular block right bundle branch block bifascicular block ,2,['left_axis_deviation']
 premature ventricular contraction ( s ) sinus arrhythmia prolonged pr interval abnormal left axis deviation left anterior fascicular block non specific t abnormality ,1,['left_axis_deviation']
 sinus rhythm left axis deviation r - s transition zone in v leads displaced to the right voltages are high in chest leads suggesting lvh st segments are depressed in i avl t wave are inverted in i avl v2 with terminal inversion in v3 findings a edit pmi xxxx lvh xxxx isc sokolow xxxx ( nur v6 ) ( iscas lvh xxxx ) ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval abnormal left axis deviation left bundle branch block ,1,['left_axis_deviation']
 atrial fibrillation however rhythm is basically regular indicating that it derives from a supraventricular focus some complex show non - specific intraventricular block left axis deviation left anterior fascicular block t wave are flat in limb leads a ,1,['left_axis_deviation']
 atrial fibrillation left axis deviation left anterior fascicular block st segments are depressed in i ii avl v4 xxxx t wave are inverted in i avl and flat in v4 xxxx findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['left_axis_deviation']
 sinus bradycardia left axis deviation non - specific intraventricular block probable old anteroseptal myocardial infarct ,1,['left_axis_deviation']
 atrial fibrillation with rapid ventricular response left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block st segments are depressed and t wave in i avl this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 sinus rhythm borderline left axis deviation st segments are depressed in i avl v4 xxxx this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block otherwise normal ecg ,2,['left_axis_deviation']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block ,3,['left_axis_deviation']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block q wave in v2 xxxx old anteroseptal infarct cannot be entirely excluded ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block probable old inferior infarct qs in lead v2 possible causes include previous infarct and v1 - v2 lead interchange ,1,['left_axis_deviation']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh st segments are depressed in i avl v3 - xxxx t wave are low or flat in these leads findings are likely to b ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval leftward axis non - specific t wave flattening in v5 xxxx ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block non - specific intraventricular block voltages are high in limb leads suggesting lvh qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval left axis deviation st segments are depressed and t wave inverted in i avl v6 this may be due to lv strain or ischaemia possible old inferior myocardial infarct ,1,['left_axis_deviation']
 sinus rhythm left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block non - specific t wave flattening in lateral chest leads ,1,['left_axis_deviation']
 sinus rhythm borderline left axis deviation non - specific t wave flattening in i avl v5 xxxx ,2,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myocardial infarct ,1,['left_axis_deviation']
 atrial fibrillation with rapid ventricular response abnormal left axis deviation left bundle branch block ,1,['left_axis_deviation']
 atrial fibrillation left axis deviation low limb lead voltage left anterior fascicular block incomplete right bundle branch block ,1,['left_axis_deviation']
 sinus rhythm borderline left axis deviation voltages are high in limb leads suggesting lvh q wave in v2 old anteroseptal infarct cannot be excluded ,1,['left_axis_deviation']
 atrial fibrillation with rapid ventricular response left axis deviation left anterior fascicular block st segments are depressed in i avl v5 xxxx t wave are low or flat in these leads this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 atrial fibrillation left axis deviation old anteroseptal and inferior infarcts st segments are depressed and t wave inverted in i avl this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 sinus rhythm left axis deviation non - specific intraventricular delay otherwise normal ecg ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block st segments are depressed in i avl t wave are inverted in v2 - xxxx findings are likely to be due to ischaemic heart disease the age of the change is uncertain ,1,['left_axis_deviation']
 atrial fibrillation with controlled ventricular response left axis deviation left anterior fascicular block non - specific intraventricular delay qs complex in v1 xxxx due to previous anteroseptal infarct or intraventricular conduction defect ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval left axis deviation right bundle branch block borderline criteria for left anterior fascicular block patient is verging on trifascicular block and may be at increased risk of developing complete av block ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) sinus rhythm prolonged pr interval right axis deviation low limb lead voltage qs complex in v2 xxxx consistent with anteroseptal infarct probably old ,1,['right_axis_deviation']
 premature atrial contraction ( s ) sinus tachycardia prolonged pr interval left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block ,1,['left_axis_deviation']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left ventricular hypertrophy st segments are depressed in i avl v4 xxxx t wave are flat in i and inverted in avl v4 xxxx this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 sinus rhythm left axis deviation voltages are high in limb leads suggesting lvh non - specific t wave flattening in ii v4 xxxx and inversion in iii avf non - specific but consistent with inferolateral myocardial ischaemia ,1,['left_axis_deviation']
 sinus rhythm borderline left axis deviation non - specific intraventricular block ,1,['left_axis_deviation']
 atrial fibrillation abnormal left axis deviation left anterior fascicular block right bundle branch block bifascicular block ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block non - specific t wave flattening in i avl ,1,['left_axis_deviation']
 sinus rhythm rightward axis otherwise normal ecg ,3,['right_axis_deviation']
 premature atrial contraction ( s ) sinus rhythm left axis deviation low limb lead voltage qs complex in v2 xxxx consistent with old anteroseptal myocardial infarct ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block st segments are depressed in i avl t wave are inverted in i ii avl v3 - xxxx findings are likely to be due to ischaemic heart disease they may represent anterolateral subendocardial in ,1,['left_axis_deviation']
 sinus rhythm left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block non - specific st and t wave change in i avl this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block left ventricular hypertrophy st segments are depressed in i v5 xxxx q wave in v2 suggesting anteroseptal myocardial infarct of uncertain age in view of st segment elevation in v2 xxxx r ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block right bundle branch block this patient has trifascicular block and may be at increased risk of developing complete av block ,2,['left_axis_deviation']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block right bundle branch block trifascicular block compared with tracing of xxxx it is not significantly changed ,1,['left_axis_deviation']
 atrial fibrillation with rapid ventricular response left axis deviation incomplete left bundle branch block poor progression of r wave in anterior chest leads consistent with old anteroseptal myocardial infarct ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval left axis deviation q wave in ii iii avf v3 - xxxx st segments are elevated in these leads t wave are inverted in i avl v6 consistent with inferolateral and anterior myocardial infarct which may be recent ,1,['left_axis_deviation']
 sinus tachycardia frequent premature atrial contractions possible chaotic atrial rhythm right superior axis deviation left anterior fascicular block right bundle branch block bifascicular block ,1,['right_axis_deviation']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block non - specific t wave flattening in v5 xxxx ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh st segments are depressed in i avl this may be due to lv strain or ,1,['left_axis_deviation']
 sinus rhythm right axis deviation right bundle branch block q wave and t wave inversion in ii iii avf consistent with old inferior myocardial infarct ,1,['right_axis_deviation']
 atrial fibrillation left axis deviation left anterior fascicular block borderline voltages of lvh st segment change this may be due to digitalis effect or early lv strain ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block non - specific st and t wave change compared with tracing of xxxx it is very similar except that atrial fibrillation has reverted to sinus rhythm ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct st segments are depresse ,1,['left_axis_deviation']
 sinus rhythm probable left atrial enllargement left axis deviation atypical left bundle branch block ,1,['left_axis_deviation']
 sinus rhythm left axis deviation low limb lead voltage possible left ventricular hypertrophy ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh st segments are depressed in i avl this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 sinus arrhythmia left axis deviation left anterior fascicular block st segments are depressed and t wave inverted in i ii avl v4 xxxx this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 sinus rhythm left atrial enlargement left axis deviation q wave and t wave inversion in ii iii avf consistent with old inferior myocardial infarct non - specific t wave flattening in i avl v6 ,1,['left_axis_deviation']
 sinus rhythm premature ventricular contraction ( s ) bigeminy left axis deviation voltages are high in limb leads suggesting lvh poor progression of r wave in anterior chest leads suggesting old anterior myocardial infarct non - specific st and t wave ch ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct ,3,['left_axis_deviation']
 sinus rhythm left axis deviation non - specific intraventricular delay ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block widespread non - specific t wave flattening ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval left axis deviation qs complex in and st segment elevation in ii iii avf v2 - xxxx consistent with anterior and inferolateral myocardial infarcts which appear recent ,1,['left_axis_deviation']
 sinus rhythm rightward axis possible left posterior fascicular block incomplete right bundle branch block ,1,['right_axis_deviation']
 premature ventricular contraction ( s ) premature atrial contraction ( s ) sinus tachycardia left axis deviation left anterior fascicular block st segments are elevated in ii iii avf and to a minimal degree in v5 xxxx early inferolateral myocardial infa ,1,['left_axis_deviation']
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block st segments are depressed in i avl t wave are flat in i and inverted in avl this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block tiny r wave in v2 xxxx suggesting old anteroseptal infarct st segments are depressed in i avl v4 xxxx this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block q wave in v2 old anteroseptal myocardial infarct cannot be excluded leads v4 xxxx show gross artifact ,1,['left_axis_deviation']
 sinus rhythm voltages are high in limb leads suggesting lvh borderline left axis deviation otherwise no definite pathology ,1,['left_axis_deviation']
 sinus rhythm borderline left axis deviation non - specific t wave flattening in i v6 and inversion in avl ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block left atrial enlargement t wave abnormality in high lateral leads this is non - specific ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) atrial fibrillation left axis deviation left anterior fascicular block incomplete right bundle branch block non - specific t wave flattening in i and inversion in avl prolonged qt this may be due to a drug effe ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) sinus rhythm prolonged pr interval left axis deviation q wave in v2 consistent with old anteroseptal myocardial infarct st segments are depressed and t wave inverted in i avl v4 xxxx this may be due t ,1,['left_axis_deviation']
 sinus tachycardia left axis deviation st segments are elevated and t wave inverted in v1 xxxx consistent with anteroseptal myocardial infarct which appears recent ,1,['left_axis_deviation']
 sinus rhythm voltages are high in limb leads suggesting lvh left axis deviation left anterior fascicular block qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal myocardial infarct non - specific st segment depression in avl ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left ventricular hypertrophy otherwise normal ecg ,1,['left_axis_deviation']
 atrial fibrillation borderline left axis deviation q wave in v2 xxxx consistent with old anterior myocardial infarct possible old inferior myocardial infarct st segments are depressed in i avl v6 t wave are flat in i and inverted in avl v ,1,['left_axis_deviation']
 premature atrial contraction ( s ) sinus arrhythmia left atrial enlargement prolonged pr interval abnormal left axis deviation left anterior fascicular block incomplete right bundle branch block old anteroseptal infarct probable old inferior infarct ,1,['left_axis_deviation']
 sinus rhythm left atrial enlargement left axis deviation extensive anterior infarct probably old non - specific t wave flattening in inferior leads ,1,['left_axis_deviation']
 sinus rhythm left atrial enlargement left axis deviation extensive anterior infarct probably old t wave flattening in inferior leads compared with tracing of xxxx it is very similar slight differences in chest leads may be positional ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block q wave in v2 suggesting old anteroseptal infarct non - specific st segment elevation in ii iii avf of uncertain significance ,1,['left_axis_deviation']
 sinus rhythm left axis deviation low limb lead voltage left anterior fascicular block minor non - specific t wave flattening ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block right bundle branch block bifascicular block pr interval is normal tracing is very similar to that submitted dated xxxx ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) atrial fibrillation left axis deviation right bundle branch block probable old inferior infarct ,1,['left_axis_deviation']
 premature ventricular contraction ( s ) sinus tachycardia left axis deviation old anterior myocardial infarct possible old inferior myocardial infarct ,1,['left_axis_deviation']
 sinus rhythm prolonged pr interval possible left atrial enlargement left axis deviation left anterior fascicular block voltages are high in limb leads suggesting lvh qs complex in v2 and tiny r wave in v3 consistent with old anteroseptal myoca ,1,['left_axis_deviation']
 sinus tachycardia left axis deviation left anterior fascicular block mild intraventricular conduction delay anterolareral st and t wave change consistent with lv strain or ischaemia ,1,['left_axis_deviation']
 sinus rhythm left axis deviation left anterior fascicular block small r wave in v3 old anteroseptal infarct cannot be excluded ,1,['left_axis_deviation']
 sinus rhythm left axis deviation qs complex in v2 xxxx st segments are elevated in v2 - xxxx consistent with anterior myocardial infarct possibly recent q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['left_axis_deviation']
 sinus rhythm borderline left axis deviation r - s transition zone in v leads displaced to the right st segments are slightly depressed in i avl this may be due to lv strain or ischaemia ,1,['left_axis_deviation']
