statement,occurences,proposed label
 sinusrhythmus linkstyp sonst normales ecg periphere low voltage ,1,['low_voltage']
 supraventrikuläre extrasystole ( n ) sinusarrhythmie vorhofflimmern intermitier lagetyp normal st and t abnormal periphere low voltage pathologisch ,1,['low_voltage']
 steiltyp sinusbradykardie keine r - progression in v1 - xxxx st - hebung in v2 xxxx terminal neg t in v1 periphere low voltage grenzbefund ,1,['low_voltage']
 sinusrhyrhmus lagetyp normal periphere niederspannung intraventr leitungsstörung in avl low voltage grenzbefund ,1,['low_voltage']
 atrial fibrillation with fast ventricular response low voltage in standard leads antero - septal infarct - may be old antero - lateral st and t change consistent with left ventricular strain or ischaemia ,1,['low_voltage']
 sinusrhythmus lagetyp normal peripherer low voltage normales ecg ,1,['low_voltage']
 sinusrhythmus mllt periphere low voltage normales ecg ,1,['low_voltage']
 sinus rhythm normal ecg there is no definite ecg evidence to suggest pericarditis acute pericarditis would be unlikely in the absence of tachycardia ,2,['pericarditis']
 sinus rhythm early transition in chest leads borderline low voltage trace ,1,['low_voltage']
 premature atrial contraction ( s ) sinus rhythm low voltage right bundle branch block q wave in ii iii avf consistent with old inferior myocardial infarct ,1,['low_voltage']
 sinustachykardie lagetyp normal intraventr leitungsstoerung avf v1 v2 st - senkung v3 - xxxx t - veraenderungen biphas v3 - v6 periphere low voltage ecg pathologisch ,1,['low_voltage']
 sinusrhythmus linkstyp qrs ( t ) abnormal anteriorer infarkt alter unbest av - block xxxx grades rel periphere low voltage vd auf vw - aneurysma pathologisch ,1,['low_voltage']
 sinusrhythmus wandernder schrittmacher p - verbreiterung lagetyp normal st and t abnormal supraventr extrasystolen vorhof - es low voltage pathologisch ,1,['low_voltage']
 sinusrhythmus st - sagitaltyp t in allen ablt flach low voltage in extr abltg ( bei emphysem ) wahrscheinlich normales ecg ,1,['low_voltage']
 sinusrhythmus llt ventrikuläre extrasystoeln uniform hohes t in v2 biphasiches t in v5 v6 avf low voltage grenzbefund ,1,['low_voltage']
 sinusrhythmus lagetyp normal periphere low voltage ,1,['low_voltage']
 tachykardes vorhofflimmern überdrehter linkstyp chronischer anteriorer inferiorer infarkt möglich q in v1 - v3 vermindertes r in v4 - v6 t - veränderung in v2 v5 low voltage ,1,['low_voltage']
 sinusrhythmus linkstyp t abnormal in anterioren ableitungen qt - verlängerung angedeutete low voltage grenzbefund ,1,['low_voltage']
 sinusrhythmus lagetyp normal intraventr leitungsstörung low voltage normales ecg ,1,['low_voltage']
 supraventrikuläre extrasystole ( n ) av - es sinusrhythmus intraventr leitungsstoerung i avr l periphere low voltage ecg grenzbefund ,1,['low_voltage']
 sinusrhythmus linkstyp überdreht low voltage v4 - xxxx ( ev aszitesbedingt ) lahb ,1,['low_voltage']
 sinusbradykardie llt abgeflachtes p in v1 - v6 periphere low voltage grenzbefund ,1,['low_voltage']
 supraventrikuläre extrasystole ( n ) sinusrhythmus llt periphere low voltage wahrscheinlich normales ecg ,1,['low_voltage']
 sinusrhythmus ueberdrehter linkstyp qrs ( t ) abnormal low voltage pathologisch ,1,['low_voltage']
 sinus rhythm normal ecg without evidence of pericarditis ,1,['pericarditis']
 sinustachykardie extrem ueberdrehter rechtstyp vorhofsueberbelastung rechts low voltage verzoegerte r - progression ueber der vorderwand ecg pathologisch edit rao ( imi xxxx rvh xxxx rao ) ,1,['low_voltage']
 sinusbradykardie linkstyp unspezifisches abnormales t low voltage wahrscheinlich normal ,1,['low_voltage']
 sinusbradykardie ueberdrehter linkstyp t flach in avf v1 biphasisch in v5 - xxxx neg in iii periphere low voltage ,1,['low_voltage']
 supraventrikuläre extrasystole ( n ) sinusrhythmus av block i linkstyp intraventr leitungsstörung in ii avf low voltage in brustwand path ecg ,1,['low_voltage']
 sinus rhythm non - specific t wave flattening in v5 xxxx there are no definite ecg features to suggest pericarditis acute pericarditis would be unlikely in the absence of tachycardia myocardial ischaemia cannot be excluded ,1,['pericarditis']
 sinusbradykardie linkstyp intraventr leitungsstoerung v3 iii ii avf verzoegerte r - progression ueber vw periph low voltage ecg grenzbefund ,1,['low_voltage']
 atrial fibrillation with controlled ventricular response rate of xxxx per minute low voltages in standard leads poor anterior r wave progression consistent with a small old antero - septal infarct ,1,['low_voltage']
 sinusrhythmus lagetyp normal low voltage wahrscheinlich normal ,1,['low_voltage']
 sinusrhythmus linkstyp inferiorer chronischer infarkt möglich pathologisches ecg fehlende r - progression periphere low voltage ,1,['low_voltage']
