statement,occurences,proposed label
 premature ventricular contraction ( s ) bigeminy pacemaker spikes noted left axis deviation left anterior fascicular block right bundle branch block bifascicular block ,1,['pacemaker_rhythm']
 pacemaker spikes noted a regular paced rhythm is present together with two spontaneous complex apparently normal pacemaker function the spontaneous complex show left anterior fascicular block and deep t wave inversion in lateral leads findings are li ,1,['pacemaker_rhythm']
 pacemaker ekgconsensus label derived from { pace xxxx 0} { asmi xxxx almi xxxx lafb xxxx pvc xxxx pace xxxx 0} ,1,['pacemaker_rhythm']
 pacemaker ecg pacemaker kontrol testfrekvens xxxx testvärde xxxx 8v ,1,['pacemaker_rhythm']
 pacemaker spikes noted sinus complex atrial premature complex and paced complex are present qs complex in v2 xxxx t wave are inverted in i ii avf v4 xxxx consistent with ischaemic heart disease with old anterior myocardial infarct ,1,['pacemaker_rhythm']
 there is a marked bradycardia due to xxxx av block atrial rate = xxxx - min biatrial enlargement rightward axis left posterior fascicular block right bundle branch block bifascicular block patient should be considered for a pacemaker ,1,['pacemaker_rhythm']
 pacemaker - induzierter rhythmus normales ecg ,1,['pacemaker_rhythm']
 pacemaker spikes noted apparently normal pacemaker function abnormal nature of complex obscures further interpretation ,1,['pacemaker_rhythm']
 pacemaker spikes noted a paced rhythm is present together with a few spontaneous complex apparently normal pacemaker function ,1,['pacemaker_rhythm']
 pacemaker spikes noted a paced rhythm is present apparently normal pacemaker function abnormal nature of complex obscures further interpretation long rhythm strips show occasional sinus complex ,1,['pacemaker_rhythm']
 pacemaker spikes noted paced complex and sinus complex are present the computer has selected the former as typical ventricular complex please ignore this sinus complex show left bundle branch block ,1,['pacemaker_rhythm']
 pacemaker spikes noted a regular paced rhythm is present atrial fibrillation ,1,['pacemaker_rhythm']
 pacemaker spikes noted a regular paced rhythm is present apparently normal pacemaker function abnormal nature of complex obscures further interpretation holter monitor may be helpful ,1,['pacemaker_rhythm']
 unregelmässiger rhythmus keine p - welle erkannt ueberdrehter linkstyp ventr extrasystolen qrs ( t ) abnormal av - block schenkelblock vollstaendig links pacemaker - induzierter rhythmus pathologisch ,1,['pacemaker_rhythm']
 pacemaker spikes noted a paced rhythm is present together with xxxx vpb s and one sinus complex ,1,['pacemaker_rhythm']
 atrial fibrillation with junctional rhythm rate xxxx multifocal ventricular premature complex with salvols of xxxx ventricular premature complex left axis deviation old anterior infarct query old inferior infarct pattern in rhythm is consistent with digitalis to ,1,['junctional_rhythm']
 pacemaker spikes noted atrial fibrillation some paced complex are present spontaneous complex show non - specific intraventricular block left ventricular hypertrophy and non - specific st and t wave change probably due to lv strain or ischaemia ,1,['pacemaker_rhythm']
 pacemaker spikes noted a paced rhythm is present together with vpb s and occasional spontaneous complex ,1,['pacemaker_rhythm']
 pacemaker spikes noted sinus rhythm premature ventricular contraction ( s ) occasional paced complex left anterior fascicular block compared with tracing of xxxx t wave now flatter in i avl ,1,['pacemaker_rhythm']
 p wave axis is abnormal and pr interval is short consistent with junctional rhythm non - specific intraventricular delay st segments are elevated in v2 - xxxx this is probably a normal variant ,1,['junctional_rhythm']
 pacemaker ecg ! ,1,['pacemaker_rhythm']
 pacemaker spikes noted one probable sinus complex ,1,['pacemaker_rhythm']
 pacemaker spikes noted a paced rhythm is present together with premature ventricular contraction ( s ) ,1,['pacemaker_rhythm']
 pacemaker spikes noted a paced rhythm is present together with two spontaneous complex these latter show t wave inversion in ii iii avf and st segment depression in findings are likely to be due to ischaemic heart disease ,1,['pacemaker_rhythm']
 normal dual chamber pacing rate xxxx ,1,['pacemaker_rhythm']
 sinus arrhythmia possibly a run of junctional rhythm right superior axis deviation possible left posterior fascicular block non - specific st and t wave change this tracing cannot be adequately interpreted without full clinical picture and previous tra ,1,['junctional_rhythm']
