statement,occurences,proposed label
 premature atrial contraction ( s ) sinus rhythm left ventricular hypertrophy st segments are depressed and t wave inverted in i avl v3 - xxxx with terminal t wave inversion in v2 this may be due to lv strain or ischaemia ,1,['t_inversion']
 sinus rhythm voltages in limb leads are at upper limit non - specific t wave flattening in i avl ,1,['t_flattening']
 sinus tachycardia incomplete right bundle branch block non - specific st and t wave change in i avl v5 xxxx ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm q wave in ii iii avf v4 xxxx t wave are inverted in v3 - xxxx consistent with inferior and anterolateral myocardial infarct compared with tracing of xxxx t wave inversion in chest leads is new and is probably due to a recent ischa ,1,['t_inversion']
 sinus rhythm q wave in ii iii avf suggesting old inferior infarct non - specific t wave flattening in v6 ,1,['t_flattening']
 premature atrial contraction sinus rhythm nonspecific st and t abnormality especially in anterolateral leads ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm prolonged pr interval leftward axis non - specific t wave flattening in v5 xxxx ,1,['t_flattening']
 premature atrial contraction ( s ) sinus tachycardia incomplete right bundle branch block minor non - specific st and t wave change compared with tracing of xxxx rhythm was previously atrial fibrillation ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm t wave flattening in anterior leads non diagnostic but could be ischaemic ,1,['t_flattening']
 sinus rhythm minor non - specific t wave flattening in i avl v5 xxxx ,4,['t_flattening']
 sinus rhythm non - specific t wave inversion in v2 and flattening in v3 otherwise normal ecg ,1,['t_inversion']
 pacemaker spikes noted a paced rhythm is present together with sinus complex and atrial premature complex these normal complex show st segment depression and t wave inversion in inferolateral leads findings are likely to be due to ischaemic heart disea ,1,['t_inversion']
 premature ventricular contraction ( s ) sinus rhythm non - specific intraventricular delay q wave and t wave inversion in ii iii avf consistent with old inferior myocardial infarct ,1,['t_inversion']
 rapid regular supraventricular tachycardia without evident p wave non - specific st and t wave change ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block non - specific t wave flattening in lateral chest leads ,1,['t_flattening']
 sinus rhythm borderline left axis deviation non - specific t wave flattening in i avl v5 xxxx ,2,['t_flattening']
 sinus rhythm left anterior fascicular block t abnormality in inferior and anterolateral leads consistent with left ventricular strain or ischaemia ,1,['t_abnormality']
 sinus rhythm compared with tracing of xxxx it is very similar old inferior myocardial infarct and non - specific t wave inversion in v3 - xxxx ,1,['t_inversion']
 atrial fibrillation right bundle branch block non - specific st and t wave change which are probably due to ischaemic heart disease and digitalis effect ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm minor non - specific t wave flattening throughout myocardial ischaemia cannot be excluded suggest exclude hypokalaemia ,1,['t_flattening']
 sinus rhythm compared with tracing of xxxx old inferior infarct t wave now inverted in v2 but are flattened in v3 - xxxx myocardial ischaemia is likely ,1,['t_inversion']
 sinus rhythm minor non - specific t wave flattening in v6 otherwise no definite pathology ,2,['t_flattening']
 atrial fibrillation widespread st segment depression and t wave flattening or inversion findings are likely to be due to ischaemic heart disease and digitalis effect ,1,['t_flattening']
 sinus rhythm minor non - specific t wave flattening in i avl v6 otherwise normal ecg ,5,['t_flattening']
 sinus rhythm qs complex in v2 old anteroseptal infarct cannot be excluded non - specific t wave flattening in i and inversion in avl ,1,['t_flattening']
 sinus rhythm r - s transition zone in v leads displaced to the right left ventricular hypertrophy q wave st segment elevation and terminal t wave inversion in ii iii avf st segments are depressed in i avl v2 - xxxx consistent with inferior myocardial ,1,['t_inversion']
 sinus rhythm st segments are depressed in i v4 xxxx t wave are low or flat in limb leads and inverted in v2 - xxxx compared with tracing of xxxx t wave inversion in chest leads is deeper consistent with recent ischaemia or possibly anterior subendo edit injas injal ( injas iscal ) ,1,['t_inversion']
 sinus tachycardia r - s transition zone in v leads displaced to the right minor non - specific t wave flattening in i avl ,1,['t_flattening']
 sinus rhythm non specific t flattening in inferolateral leads ,1,['t_flattening']
 sinus rhythm compared with tracing of xxxx t wave now inverted only in v2 xxxx the changing pattern suggests recent ischaemia ,1,['t_inversion']
 sinus rhythm non - specific t wave flattening in v3 prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['t_flattening']
 sinus rhythm non - specific t wave flattening in i and inversion in avl otherwise normal ecg ,3,['t_flattening']
 premature ventricular contraction ( s ) sinus tachycardia minor non - specific t wave flattening in limb leads and v6 st segments are slightly depressed in v4 xxxx non - specific but consistent with myocardial ischaemia ,1,['t_flattening']
 sinus rhythm r - s transition in v leads displaced to the left non - specific t wave flattening in anterior chest leads v2 - xxxx ,1,['t_flattening']
 sinus rhythm left axis deviation voltages are high in limb leads suggesting lvh non - specific t wave flattening in ii v4 xxxx and inversion in iii avf non - specific but consistent with inferolateral myocardial ischaemia ,1,['t_flattening']
 sinus rhythm non - specific t wave flattening in inferolateral leads ,4,['t_flattening']
 sinus rhythm anterolateral t wave change consistent with myocardial ischaemia or left ventricular strain ,1,['t_abnormality']
 atrial fibrillation with rapid ventricular response st and t wave change which are non - diagnostic ,4,"['st_abnormality', 't_abnormality']"
 sinus rhythm left ventricular hypertrophy with st and t wave change consistent with strain or ischaemia ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm st change in v2 - xxxx with appearance that would fit benign early repolarization at a younger age - probably normal but could represent ischaemia or localised pericarditis ,2,"['st_abnormality', 'early_repolarization']"
 sinus rhythm t wave inversion in lead iii - probably a normal variant otherwise normal ecg ,1,['t_inversion']
 sinus rhythm prolonged pr interval left axis deviation left anterior fascicular block non - specific t wave flattening in i avl ,1,['t_flattening']
 premature atrial contraction ( s ) sinus rhythm non specific st depression in lateral chest leads ,1,['st_depression']
 sinus rhythm left axis deviation r - s transition zone in v leads displaced to the left left anterior fascicular block non - specific st and t wave change in i avl this may be due to lv strain or ischaemia ,2,"['st_abnormality', 't_abnormality']"
 sinus tachycardia non - specific t wave flattening in limb leads and v4 xxxx ,1,['t_flattening']
 atrial fibrillation with rapid ventricular response non specific st t abnormality ,1,['t_abnormality']
 sinus tachycardia prolonged pr interval low limb lead voltage non - specific st and t wave change in anterolateral leads ,2,"['st_abnormality', 't_abnormality']"
 premature atrial contraction ( s ) sinus rhythm left axis deviation left anterior fascicular block non - specific t wave flattening in v5 xxxx ,1,['t_flattening']
 sinus rhythm minor non - specific t wave flattening in v3 xxxx ,3,['t_flattening']
 sinus rhythm right axis deviation right bundle branch block q wave and t wave inversion in ii iii avf consistent with old inferior myocardial infarct ,1,['t_inversion']
 sinus rhythm poor anteroseptal r progression but no definite evidence of prior infarct in this region diffuse nonspecific st and t abnormality ischaemia is a possible cause but also consider electrolyte disturbance metabolic and other systemic causes ,2,"['st_abnormality', 't_abnormality']"
 premature atrial contraction sinus rhythm left ventricular hypertrophy widespread deep anterior t inversion ischaemia is a likely cause but lv strain may be contributing ,1,['t_inversion']
 sinus rhythm left axis deviation left anterior fascicular block non - specific st and t wave change compared with tracing of xxxx it is very similar except that atrial fibrillation has reverted to sinus rhythm ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm prolonged pr interval non - specific t wave flattening in v4 xxxx myocardial ischaemia is likely ,1,['t_flattening']
 sinus rhythm left atrial enlargement left ventricular hypertrophy st and t abnormality consider anterolateral ischemia or left ventricular strain possible old inferior infarct edit imi xxxx lvh xxxx isc_ sokolow xxxx ( imi xxxx lvh xxxx isc_ ) ,2,"['st_abnormality', 't_abnormality']"
 atrial fibrillation with rapid ventricular response right bundle branch block non - specific st and t wave change ,2,"['st_abnormality', 't_abnormality']"
 premature ventricular contraction ( s ) sinus rhythm low limb lead voltage non - specific st and t wave change there is very slight st segment elevation and t wave inversion in ii iii avf this is difficult to assess because of the very low voltages in thes ,3,"['st_abnormality', 't_abnormality', 't_inversion']"
 sinus rhythm anterior st and t wave change consistent with ischaemia possible old inferior myocardial infarct ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm left atrial enlargement left axis deviation q wave and t wave inversion in ii iii avf consistent with old inferior myocardial infarct non - specific t wave flattening in i avl v6 ,2,"['t_inversion', 't_flattening']"
 sinus rhythm non - specific t wave flattening in v3 - xxxx myocardial ischaemia is likely prolonged qt this may be due to a drug effect or an electrolyte disturbance ,1,['t_flattening']
 sinus rhythm left axis deviation left anterior fascicular block widespread non - specific t wave flattening ,1,['t_flattening']
 sinus rhythm premature atrial contraction ( s ) incomplete right bundle branch block possible old inferior infarct non - specific t wave flattening in i avl v6 ,1,['t_flattening']
 sinus rhythm minor non - specific t wave flattening in i avl ,4,['t_flattening']
 sinus rhythm prolonged pr interval q wave in ii iii avf consistent with old inferior myocardial infarct minor non - specific t wave flattening in i avl ,1,['t_flattening']
 sinus rhythm non - specific t wave flattening in limb leads and v4 xxxx myocardial ischaemia is likely suggest exclude hypokalaemia ,1,['t_flattening']
 premature ventricular contraction ( s ) sinus tachycardia voltages are high in chest leads suggesting lvh qs complex in v2 and small r wave in v3 suggesting old anteroseptal myocardial infarct non - specific t wave inversion in i avl ,1,['t_inversion']
 sinus rhythm minor non - specific t wave flattening in v5 xxxx ,5,['t_flattening']
 atrial fibrillation non specific t abnormality ,1,['t_abnormality']
 sinus rhythm borderline left axis deviation non - specific t wave flattening in i v6 and inversion in avl ,1,['t_flattening']
 sinus rhythm left axis deviation left anterior fascicular block left atrial enlargement t wave abnormality in high lateral leads this is non - specific ,1,['t_abnormality']
 sinus rhythm minor non - specific t wave flattening in i avl v6 ,3,['t_flattening']
 premature ventricular contraction ( s ) atrial fibrillation left axis deviation left anterior fascicular block incomplete right bundle branch block non - specific t wave flattening in i and inversion in avl prolonged qt this may be due to a drug effe ,1,['t_flattening']
 sinus rhythm non - specific t wave flattening in v3 xxxx ,1,['t_flattening']
 atrial fibrillation premature ventricular contraction ( s ) qs complex in v2 and tiny r wave in v3 suggesting old anteroseptal infarct non - specific st and t wave change in i ii v6 ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm borderline left ventricular hypertrophy anterolateral st and t wave change which suggest myocardial ischaemia or non q wave infarct edit injas xxxx lvh xxxx isc sokolow xxxx ( injan injas lvh xxxx ) ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm left atrial enlargement left axis deviation extensive anterior infarct probably old non - specific t wave flattening in inferior leads ,1,['t_flattening']
 sinus rhythm left atrial enlargement left axis deviation extensive anterior infarct probably old t wave flattening in inferior leads compared with tracing of xxxx it is very similar slight differences in chest leads may be positional ,1,['t_flattening']
 atrial fibrillation with rapid ventricular response low limb lead voltage incomplete right bundle branch block non - specific st and t wave change ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm non - specific t wave flattening in i avl v5 xxxx myocardial ischaemia is a possible cause ,1,['t_flattening']
 sinus rhythm left axis deviation low limb lead voltage left anterior fascicular block minor non - specific t wave flattening ,1,['t_flattening']
 atrial fibrillation with slow ventricular response q wave st segment elevation in ii iii avf terminal t wave inversion in iii avf st segments are depressed in i avl v2 xxxx this is probably reciprocal consistent with inferior myocardial infarc ,1,['t_inversion']
 sinus rhythm non - specific t wave flattening in i avl v6 ,5,['t_flattening']
 sinus rhythm minor non - specific t wave flattening in v5 xxxx and minimal st segment depression in i ii ,1,['t_flattening']
 sinus rhythm slight st segment depression and t wave flattening in v4 xxxx non - specific but consistent with myocardial ischaemia ,1,['t_flattening']
 sinus rhythm minor non - specific t wave flattening in i and inversion in avl v2 ,1,['t_flattening']
 sinus tachycardia left axis deviation left anterior fascicular block mild intraventricular conduction delay anterolareral st and t wave change consistent with lv strain or ischaemia ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm r - s transition zone in v leads displaced to the right non - specific t wave flattening in i avl v4 xxxx myocardial ischaemia is a possible cause ,1,['t_flattening']
 premature atrial contraction ( s ) sinus rhythm left atrial enlargement poor progression of r wave in anterior chest leads generalized st and t wave change which are non - diagnostic ,2,"['st_abnormality', 't_abnormality']"
 sinus rhythm non - specific t wave flattening in v3 otherwise normal ecg ,2,['t_flattening']
